"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",5,1,3,4,5,6,3,2,7,5,2,3,3,5,2,1,3,3,1,1,3,1,3,1,4,5,75,3,1,3,1,3,5,4,4,17,2,1,30,5,4,3,3,3,3,4,4,2,4,3,1,1,11,2,4,3,3,1,4,1,3,3,3,398,1,6,3,1,5,5,4,2,2,5,4,3,5,4,5,5,2,9,3,3,2,2,2,4,7,3,1,5,3,1,1,3,2,2,4,5,4,4,5,1,4,5,3,1,1,4,1,1,4,2,20,2,3,6,5,3,1,3,3,4,2,26,3,1,1,3,3,4,1,4,4,2,3,3,3,4,12,3,2,6,3,87,2,3,2,2,4,5,3,1,6,2,2,2,11,8,2,4,4,2,2,3,4,5,4,17,6,5,3,5,3,1,3,4,4,3,35,2,1,79,1,4,5,2,1,2,4,8,1,1,3,5,4,2,3,4
"2",2,2,1,2,31,2,4,3,3,3,1,5,2,2,1,4,1,4,3,2,8,3,2,4,1,2,4,5,2,1,2,4,4,2,5,10,1,3,2,3,3,1,1,2,1,1,3,4,3,2,2,2,5,1,3,6,1,5,5,3,1,1,1,2,2,2,1,4,2,1,3,3,1,1,1,2,2,6,2,3,1,6,4,2,1,1,3,3,1,189,5,2,1,2,3,1,1,3,2,2,3,1,1,2,2,4,2,2,3,2,2,4,3,1,6,1,1,3,4,1,4,1,2,2,1,3,1,4,3,2,2,1,2,2,3,1,1,2,1,1,2,2,3,3,14,3,3,2,1,1,3,3,4,3,3,4,3,1,1,3,1,3,1,1,1,1,3,3,8,2,3,4,5,1,1,5,4,1,3,2,3,4,4,4,2,3,6,1,2,1,1,2,2,2,1,4,2,1,2,2
"3",1,3,2,15,14,3,5,1,4,4,5,9,1,4,96,3,2,1,2,3,5,2,1,5,5,4,3,1,4,2,3,2,2,1,3,108,3,2,1,2,15,2,2,1,5,2,1,1,23,1,5,3,1,3,6,4,5,6,2,5,2,2,5,10,3,3,2,6,1,3,2,8,3,4,2,1,1,3,4,1,4,2,1,1,3,3,1,1,3,94,3,4,2,3,4,2,3,1,3,4,2,3,2,4,10,3,4,3,2,5,3,2,50,3,2,4,2,4,2,2,2,2,1,7,3,4,5,2,2,4,1,2,24,1,5,4,6,1,2,3,3,1,1,15,43,2,8,1,3,3,2,2,78,2,2,3,1,4,2,4,4,1,2,4,3,4,1,4,1,1,4,3,4,2,2,4,14,2,1,1,4,5,7,3,3,2,3,5,4,3,2,3,3,4,2,3,5,5,1,3
"4",3,5,10,1,2,5,1,6,1,1,4,2,5,3,3,11,4,2,4,4,2,261,218,3,3,3,1,2,3,4,6,5,1,3,1,1,4,4,3,1,2,6,4,4,2,21,2,3,1,5,3,4,3,5,1,1,2,2,1,4,7,22,2,1,97,1,4,2,3,6,9,1,4,3,3,25,3,1,1,4,3,1,5,4,5,4,7,7,2,2,2,3,18,11,2,4,4,190,1,1,5,5,4,3,3,1,1,416,4,1,241,3,2,9,3,7,401,1,1,4,12,68,32,1,6,1,2,5,7,1,5,5,4,3,2,5,4,61,273,2,4,6,37,2,2,4,1,176,9,88,1,7,1,5,4,1,6,5,39,2,58,103,3,3,4,2,5,1,2,3,2,1,1,3,4,2,1,5,8,6,7,3,3,1,4,1,2,3,17,11,5,1,8,251,29,2,3,113,4,5
"5",4,4,4,3,1,1,2,4,2,2,3,1,4,1,4,2,65,8,22,14,1,4,131,2,2,1,2,4,12,5,4,1,3,5,2,2,17,5,4,4,1,4,5,12,4,3,5,5,2,6,12,16,2,4,2,2,4,11,3,2,8,7,4,4,4,9,5,3,4,2,1,4,31,2,5,11,4,2,3,2,5,3,2,44,4,8,4,2,5,1,4,1,4,5,58,6,5,6,5,3,1,2,3,6,1,2,6,735,6,3,110,5,1,7,1,3,4,2,3,62,3,139,5,3,4,2,6,3,14,12,4,3,3,5,1,3,2,498,4,6,1,7,7,1,1,1,6,467,13,50,9,1,2,4,1,5,82,3,42,1,3,2,5,5,6,5,2,2,3,5,1,2,2,4,5,3,2,3,2,4,1,1,2,2,5,5,1,4,497,4,3,4,4,3,4,1,1,3,8,1
"6",5,2,3,8,7,7,2,2,14,5,2,3,2,4,2,1,3,4,1,1,3,1,3,1,4,5,57,3,1,3,1,3,5,4,3,25,2,1,69,5,4,3,3,3,4,4,4,2,4,3,1,1,22,2,4,6,3,1,4,1,2,3,3,463,1,18,3,1,5,5,4,2,2,5,4,3,5,4,5,5,2,9,3,3,2,2,2,6,10,3,1,5,3,1,1,3,2,2,4,5,5,4,5,1,4,5,3,1,1,4,1,1,4,2,21,2,3,7,4,2,1,3,3,4,2,38,3,1,1,3,3,3,1,3,4,2,3,3,3,4,13,3,2,8,5,92,2,3,2,2,3,12,3,1,7,2,2,2,18,13,2,4,4,2,2,3,4,5,4,19,7,5,3,5,3,1,3,4,4,3,109,2,1,125,1,4,5,2,1,2,3,6,1,1,3,4,5,2,3,5
"7",2,1,1,2,71,3,4,3,3,4,1,6,3,2,1,4,1,3,3,2,9,3,2,3,1,2,4,5,2,1,2,4,4,2,5,39,1,3,2,4,3,1,1,2,1,1,3,4,3,2,2,2,8,1,2,10,1,3,8,2,1,1,1,2,2,2,1,4,2,1,3,3,1,1,1,2,2,8,1,3,1,13,4,2,1,1,3,3,1,253,7,2,1,2,3,1,1,3,2,2,3,1,1,2,2,4,2,2,3,2,2,4,3,1,6,1,1,3,5,1,3,1,2,2,1,3,1,5,3,2,2,1,2,2,3,1,1,2,1,1,2,2,3,3,15,3,3,2,1,1,4,3,5,3,2,4,3,1,1,3,1,2,1,1,1,1,3,3,6,2,3,4,5,1,1,5,4,1,3,2,2,4,4,4,2,3,6,1,2,1,1,2,2,2,1,5,3,1,2,2
"8",1,3,2,30,30,2,5,1,4,3,5,8,1,5,40,3,2,1,2,3,5,2,1,5,5,3,3,1,4,2,3,2,2,1,4,196,3,2,1,2,40,2,2,1,5,2,1,1,13,1,8,3,1,3,8,7,5,5,2,5,3,2,5,8,3,3,2,6,1,3,2,12,4,4,2,1,1,3,4,1,4,2,2,1,3,3,1,1,3,129,3,4,2,3,4,2,3,1,3,4,1,3,2,3,9,3,4,3,2,5,3,3,53,3,2,3,2,4,2,3,2,2,1,8,3,4,5,2,2,6,1,2,51,1,6,4,8,1,2,2,3,1,1,15,81,2,13,1,3,3,2,2,29,2,3,3,1,4,2,4,4,1,2,3,3,4,1,4,1,1,4,3,4,2,2,4,17,2,1,1,4,5,11,3,3,2,3,4,3,3,2,3,3,3,2,3,4,8,1,3
"9",3,6,14,1,2,5,1,6,2,1,3,2,5,3,4,15,4,2,4,4,2,395,224,4,3,4,1,2,6,4,7,5,1,3,1,1,4,4,3,1,2,7,4,4,2,29,2,3,1,6,3,4,3,5,1,1,2,2,1,4,8,36,2,1,134,1,4,2,3,6,12,1,3,3,3,25,3,1,2,4,3,1,5,4,5,4,11,9,2,2,2,3,11,5,2,4,4,351,1,1,4,6,4,4,3,1,1,197,5,1,316,2,2,40,3,9,401,1,1,4,29,136,34,1,8,1,2,4,5,1,5,5,6,5,2,5,4,82,360,3,4,6,14,2,1,4,1,249,9,65,1,4,1,5,4,1,17,5,204,2,47,77,3,4,4,2,6,1,2,6,2,1,1,3,4,3,1,5,13,7,8,3,3,1,4,1,2,3,66,13,5,1,8,297,32,2,2,153,5,4
"10",8,4,4,3,1,1,3,4,1,2,4,1,4,1,5,2,78,7,76,31,1,4,131,2,2,1,2,6,24,6,5,1,3,5,2,2,23,6,4,3,1,4,5,14,3,3,6,5,2,5,7,31,2,4,3,2,4,14,3,3,9,9,4,3,10,9,6,3,4,2,1,5,44,2,5,15,4,2,3,2,5,3,1,29,4,6,4,2,4,1,4,1,4,6,57,6,9,6,5,3,2,2,3,8,1,2,5,542,6,3,303,5,1,10,1,4,5,2,3,104,4,272,5,3,5,2,6,3,9,8,4,4,3,4,1,3,2,740,4,6,1,7,7,1,2,1,4,451,37,88,15,1,2,4,1,6,103,3,40,1,3,3,5,5,7,5,2,2,3,7,1,2,2,4,5,2,2,3,2,4,1,1,2,2,7,5,1,5,683,4,4,4,4,4,4,1,1,3,14,1
