"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",22,3,3,417,293,93,152,3,40,476,2,11,20,4,19,24,3,3,1,1,1,1,2,1,7,131,55,778,1,13,1,3,44,46,4,8,54,2,3,48,27,2,2,37,6,15,3,1,337,1,1,10,23,1,2,51,89,5,60,2,3,8,7,474,2,2,18,1,294,1,3,4,2,100,47,29,52,2,71,1,2,38,2,6,4,1,1,4,657,4,3,23,4,1,3,8,4,2,687,359,5,128,339,2,192,4,2,1,1,19,2,1,167,2,303,2,94,517,194,51,1,6,8,9,2,299,4,1,1,6,3,40,1,2,274,33,362,3,2,1,3,650,4,59,212,306,3,14,3,1,4,87,4,1,156,10,3,376,5,113,2,16,110,22,68,2,136,3,2,661,107,76,9,840,77,2,1,31,2,145,2,2,1,88,3,2,397,2,1,7,3,3,1,2,54,14,231,3,18,37
"12",29,32,1,2,29,11,13,4,27,2,3,885,2,3,1,13,5,4,2,171,14,102,3,411,2,2,287,292,2,4,24,1,2,6,243,112,2,1,2,78,5,1,1,1,1,1,47,207,2,5,41,2,638,2,20,509,9,10,358,372,2,1,2,2,3,3,1,2,25,2,170,6,1,4,1,2,8,4,26,5,1,16,52,1,2,2,6,11,2,7,62,7,1,14,2,1,1,13,3,2,7,1,1,1,3,20,9,2,12,3,23,2,20,1,470,1,1,15,237,1,261,1,53,2,3,3,1,5,3,3,1,2,276,3,17,3,1,2,1,3,2,2,2,4,34,6,34,2,1,2,8,132,8,3,2,45,2,1,1,3,1,2,1,2,1,6,120,1,111,1,3,15,259,1,13,237,267,1,11,26,17,228,117,75,1,3,267,1,2,1,4,5,2,3,1,42,2,2,6,1
"13",7,1,2,11,19,333,11,27,7,5,104,146,1,6,426,4,1,1,8,142,28,4,1,366,36,3,3,1,174,1,3,73,11,1,242,148,1,5,1,3,22,3,14,2,270,3,1,2,71,2,213,1,1,11,220,257,318,190,3,293,1,2,873,36,8,4,2,54,1,7,16,237,31,156,12,1,1,14,1,3,17,15,1,9,1,3,2,2,80,11,5,3,5,3,190,15,3,1,2,33,1,14,23,8,65,2,5,63,2,37,1,19,873,99,3,4,314,28,3,2,2,2,1,233,1,6,119,3,2,270,2,1,678,1,379,1,420,1,12,73,402,1,1,12,130,2,195,1,11,3,1,7,30,58,5,3,1,20,2,59,12,1,983,1,2,3,1,6,1,2,20,2,18,179,6,4,374,9,1,2,6,941,399,148,232,1,58,6,10,87,2,30,6,74,8,2,5,8,1,11
"14",1,9,301,1,2,37,1,85,1,1,6,1,47,9,71,101,52,2,62,7,2,714,542,61,21,81,1,2,111,9,253,160,1,2,1,1,24,7,8,2,7,5,6,14,2,271,2,3,1,174,49,4,11,3,1,1,2,1,1,19,71,51,1,1,73,1,58,3,2,6,121,1,70,2,2,3,2,1,2,7,7,1,99,3,188,24,117,13,5,2,2,26,271,247,1,2,2,4,1,1,2,147,189,3,6,1,1,117,605,1,27,10,2,90,2,622,223,1,2,3,228,264,90,1,4,1,2,2,78,1,4,5,114,61,2,20,20,112,5,2,708,48,290,2,3,174,1,91,2,17,2,6,1,2,33,1,98,2,80,2,51,177,8,3,3,1,276,2,4,75,2,1,1,2,21,3,3,10,125,1,7,350,12,1,194,4,2,22,75,160,6,1,234,16,602,3,125,91,172,4
"15",6,8,81,129,1,1,15,1,2,3,280,2,3,1,377,1,59,76,61,169,3,5,163,38,1,1,2,335,248,644,251,2,12,67,6,2,601,11,5,7,1,176,3,61,57,2,54,310,4,3,20,15,2,4,60,2,34,8,55,1,580,72,16,3,1,92,3,23,4,3,2,25,230,1,4,226,4,8,25,2,3,2,4,254,3,67,4,1,27,1,8,1,2,45,196,4,182,9,122,29,3,31,5,63,1,6,46,6,9,39,45,183,1,45,1,17,75,2,1,686,5,4,2,280,79,2,326,64,8,2,21,24,307,75,1,2,2,611,35,4,1,330,219,1,1,1,2,67,15,179,9,1,2,25,1,298,33,106,183,1,3,6,37,4,20,4,2,60,3,54,1,3,2,380,129,1,30,8,6,3,1,1,4,6,27,16,1,46,636,107,1,48,4,1,3,1,1,1,32,2
"16",15,1,7,21,508,20,26,2,11,75,2,3,3,6,2,3,1,1,1,1,15,32,5,1,3,82,58,687,3,26.5,1,3,13,8,17,137,17,1,5,13,6,2,2,3,40,3,4,1,17,1,2,4,360,2,2,3,17,2,7,2,2,42,3,41,2,29.5,4,1,106,1,2,2,2,33,4,14,4,2,332,2,2,8,2,36,2,1,1,93,144,3,1,5,2,1,2,2,6,2,283,35,4,10,29,2,107,8,2,1,1,9,1,1,37,2,64,3,12,268,163,106,1,3,19,27,1,153,3,1,1,6,2,3,1,8,303,10,6,3,2,3,16,20,3,19,276.5,218,3,12,3,1,3,79,6,1,365.5,2,1,110,27,145,2,28,64,17,5,2,103,5,7,533.5,77.5,803,2,299,1,1,2,6,4,209.5,3,2,1,28,2,3,98.5,2,1,160,2,514,1,2,16,14,223.5,2,24,23
"17",1,8,1,3,215,22,6,23,30,1,1,568,2,3,1,4,3,4,2,7,4,2,4,9,2,2,74,226.5,1,1,13,2,25,4,12,3,2,3,2,743,3,1,1,1,1,2,6,6,2,6,3,1,763,3,4,36,2,5,82,9,1,2,2,2,3,1,1,6,11,3,4,8,1,6,1,2,3,4,5,4,1,3,4,1,3,2,5,2,1,25,36,2,1,10,3,1,1,12,2,2,6,1,1,1,31.5,4,44,2,3,3,3,2,8,1,236,1,1,3,4,1,67,1,3,4,3,1,1,4,4,3,4,1,24,1,3,2,1,2,1,1,2,2,2,2,99,2,4,2,1,2,2,18,3,3,2,133,5,1,1,2,1,3,1,4,1,3,58,2,53,2,3,85,116.5,1,2,59,18,1,7,12,9,416.5,3,10.5,1,18,13,1,2,1,5,2,3,4,1,22,4,1,7,1
"18",3,2,2,55,3,326,36,4,6,3,35,70,1,2,22,2,2,2,3,8,2,49,1,22,21,3,3,1,4,11,7,82.5,14,1,6,7,1,7,1,4,44,6,3,2,64,1,1,3,11,2,4,2,1,5,340,4,97,8,2,14,3,1,908,7,24,5,2,15,1,5,7,319,4,101,3,1,1,3,2,1,5,4,1,2,1,4,2,3,77,22.5,3,6,3,2,18,4,5,1,3,3,1,2,4,4,5,2,9,3,2,2,2,4,881,22,3,4,77,7,3,68,2,6,1,11,2,5,40,2,2,223.5,1,2,48,2,356,1,77,1,4,251,20,1,1,6,795,3,5,1,2,3,1,2,13,25,4,3,8,4,4,5,8,1,463,1,7,4,1,3,3,1,4,2,134,8,28,4,749,3,1,1,19,905,73,16.5,14,2,25,162,4,87.5,3,29,2,90,2,4,6,53.5,1,3
"19",2,6,171.5,1,2,166,3,7,2,2,3,2,47,5,6,21,38,3,29,2,3,103,62.5,3,11,4,2,2,78.5,4,529,64,1,2,1,1,35,2,6,5,2,4,25,4,2,719.5,3,2,1,22,25.5,3,3,1,1,1,1,1,1,3,8,12,1,1,20,3,3,5,2,2,616,1,3,1,2,182,2,1,1,7,4,1,15,24,8,3,24,12,2,2,4,3,203,209,1,5,4,21,1,1,2,126,65.5,3,2,1,1,4,65,1,12.5,3,2,3,2,52,52,1,1,2,70.5,49,34,1,4,2,2,3,182,1,3,9,59,4,2,19,5,30,130,2,571,14,14,3,2,476.5,1,37,8,11,4,3,1,2,5,1,3,2,3,3,24,136,19,2,3,1,108,1,2,161,2,1,1,2,46.5,3,1,9,37,77,51,10,2,1,638,1,2,3,21,29,4,1,296,3,15,7,82,6,65,22
"20",4,22.5,76,38.5,1,1,1,1,1,4,4,1,19,1,4,1,200,12,4,15,1,8,558.5,2,1,1,1,334.5,100,406,389,1,2,5,2,2,65,28,4,1,1,576,123,46,6,5,2,84,3,3,31,5,2,4,7,2,8,3,17,1,873,80,4,3,1,679,12,2,10,4,1,185,17,3,5,865,5,5,3,3,3,2,3,326,5,74,3,1,90,1,30,1,4,101,14,3,273,4,7,8,3,3,2,37,1,3,6,10,24,164,5,35.5,1,4,1,2,67,2,2,870,3,5,2,129,12,3,892,48,10,2,14,18,497,3,1,3,2,169,12,4,1,199.5,56,1,1,1,2,515,7,5,7,1,2,4,1,189.5,2,3,8,1,3,2,2,3,2,7,2,18,1,3,1,3,5,99,334,2,49,2,5,2,1,1,6,3,10,22,1,25,145.5,2,1,10,4,1,111,1,1,3,179,4
"21",7,1,8,37,785,11,16,2,5,19,3,3,3,5,2,3,1,3,1,1,8,21,4,1,5,59,16,322,2,10,1,3,4,5,6,90,4,1,3,4,4,2,2,4,16,4,5,1,18,1,1,3,221,3,2,3,32,2,14,2,2,14,3,53,2,26,3,1,28,1,5,2,2,32,4,12,3,2,109,1,2,5,3,14,2,2,1,38,89,3,1,7,3,1,2,2,6,2,171,80,5,4,8,1,45,5,2,1,1,4,1,1,29,2,151,3,2,141,69,98,1,2,5,19,1,59,3,1,1,4,2,3,1,6,334,4,8,3,2,1,13,13,3,8,428,180,2,5,3,1,3,18,4,1,303,2,1,79,12,142,2,6,31,7,5,4,34,4,4,461,120,857,2,353,2,1,2,6,3,88,2,2,1,57,2,3,40,2,1,62,5,456,1,1,11,7,58,2,8,8
"22",1,4,1,2,88,13,5,5,44,1,1,454,2,4,1,4,3,4,2,3,4,32,5,6,2,2,73,423,1,1,4,2,8,4,8,6,2,2,2,521,3,1,1,1,1,2,4,8,2,4,2,1,854,2,3,45,2,3,81,4,1,2,2,2,5,1,1,4,5,2,4,5,1,3,1,2,4,5,4,5,1,3,6,1,3,1,4,2,1,14,21,2,1,5,3,1,1,5,2,2,4,1,1,2,10,4,15,2,3,3,3,2,6,1,156,1,1,3,4,1,38,1,3,4,3,1,1,4,3,3,4,1,38,2,2,1,1,2,1,3,2,2,2,2,17,3,4,2,1,2,2,28,3,2,2,34,5,1,1,2,1,2,1,4,1,3,19,2,29,2,3,126,129,2,1,19,15,1,8,13,5,230,7,10,1,8,9,1,2,1,4,2,2,4,1,22,4,1,4,1
"23",2,2,2,21,3,421,68,6,3,3,14,25,1,2,20,2,2,1,3,4,3,91,3,17,7,3,3,1,4,13,7,43,10,1,3,4,1,4,1,5,23,3,3,2,40,1,1,2,92,2,6,4,1,6,398,4,13,6,2,11,3,1,798,5,26,2,2,9,1,5,16,264,4,89,3,1,1,4,2,2,6,4,1,2,1,4,2,3,30,35,2,4,2,2,12,3,3,1,3,3,1,3,2,3,4,2,4,3,2,2,2,5,889,10,3,4,133,5,1,93,2,4,1,11,2,4,7,2,2,152,1,2,23,1,178,2,64,1,3,190,10,1,1,4,785,2,6,1,2,3,1,2,5,12,5,3,7,3,3,4,8,1,586,1,3,2,1,3,2,1,4,3,33,14,16,4,847,3,1,1,21,894,33,4,7,2,8,81,3,20,2,7,3,157,2,3,7,18,1,3
"24",3,14,59,1,2,65,1,9,1,2,2,2,37,3,3,12,10,2,11,2,2,117,10,3,3,4,1,2,7,3,407,70,1,2,1,1,13,3,5,3,2,4,21,3,2,755,3,3,1,32,22,2,2,1,1,1,1,1,1,3,5,3,1,1,6,4,4,2,2,3,754,1,3,1,2,29,2,1,1,6,4,1,7,13,6,3,9,7,2,2,3,3,139,255,1,5,2,9,1,1,2,80,44,4,2,1,1,5,29,1,5,3,2,3,2,30,67,1,2,2,65,27,6,1,4,2,2,3,113,1,3,4,91,5,3,12,13,20,94,2,443,15,17,3,2,306,1,29,5,14,4,3,1,3,3,1,3,2,2,3,22,88,16,2,4,1,120,1,3,322,2,1,1,1,48,3,1,4,9,67,20,21,2,1,487,1,2,3,19,4,3,1,235,3,21,4,64,4,56,9
"25",4,9,32,24,1,1,2,1,2,4,4,1,5,1,4,1,280,5,5,9,1,8,481,2,1,1,2,337,146,343,224,1,2,3,2,2,64,17,6,1,1,479,95,27,5,3,2,24,3,3,58,6,3,4,5,2,5,4,7,1,758,47,4,3,1,724,6,3,8,4,1,36,10,2,6,732,5,3,3,3,3,2,2,156,4,27,3,1,92,1,14,1,4,40,6,4,180,3,4,4,3,2,3,20,1,3,41,27,12,74,4,29,1,4,1,2,26,2,3,841,3,6,2,88,7,3,893,19,5,2,6,24,524,3,1,3,2,186,4,4,1,193,25,1,1,1,3,416,7,4,7,1,2,6,1,107,2,5,7,1,3,3,2,3,2,8,2,10,1,3,1,2,3,35,133,2,32,2,2,2,1,1,3,2,8,18,1,7,107,2,1,8,4,2,18,1,1,3,123,2
"26",7,1,7,38,671,10,13,2,7,22,2,3,3,4,2,3,1,2,1,1,9,18,4,1,5,54,20,635,2,11,1,3,5,6,6,94,4,1,4,5,4,2,2,4,20,4,4,1,13,1,2,4,262,3,2,3,41,2,10,2,2,15,3,73,2,26,4,1,29,1,4,2,2,33,4,12,3,2,123,1,2,5,3,24,2,2,1,43,98,3,1,5,3,1,2,2,6,2,152,62,5,4,17,1,66,5,2,1,1,4,1,1,25,2,234,3,2,125,83,86,1,2,5,23,1,56,3,1,1,4,2,3,1,6,357,4,6,3,2,1,9,12,3,11,343,187,2,6,3,1,3,30,4,1,316,2,1,58,11,115,2,6,31,10,6,4,31,5,6,464,99,884,2,318,2,1,2,5,3,88,2,2,1,54,2,3,48,2,1,77,5,427,1,1,16,6,64,2,9,8
"27",1,3,1,2,139,13,4,6,47,1,1,467,2,5,1,4,3,4,2,3,4,17,5,5,2,2,124,412,1,1,3,2,10,4,7,7,2,2,2,590,3,1,1,1,1,2,5,8,2,4,1,1,869,2,4,48,2,3,88,5,1,2,2,2,5,1,1,5,5,2,5,5,1,3,1,2,4,5,4,4,1,3,5,1,3,1,4,3,1,11,16,2,1,4,3,1,1,6,2,2,4,1,1,2,16,4,16,2,3,3,3,2,8,1,192,1,1,3,4,1,38,1,3,4,3,1,1,4,3,3,4,1,34,2,2,1,1,2,1,3,2,2,2,2,18,3,4,2,1,2,2,18,3,3,2,49,4,1,1,2,1,2,1,4,1,3,40,2,37,2,3,128,126,2,1,25,17,1,7,19,6,201,5,10,1,5,11,1,2,1,4,2,2,4,1,30,4,1,7,1
"28",3,2,2,16,3,308,51,5,3,3,13,24,1,2,28,2,2,1,3,4,3,72,3,20,7,3,3,1,3,10,6,43,8,1,3,4,1,4,1,4,24,3,3,2,73,1,1,2,52,2,4,3,1,5,418,4,16,5,2,11,3,1,787,5,25,2,2,14,1,5,44,234,4,59,3,1,1,3,2,2,6,4,1,2,1,4,2,2,24,27,2,4,2,2,15,4,3,1,3,3,1,3,3,3,4,2,4,3,2,2,2,5,793,9,3,4,119,5,1,83,2,3,1,11,2,4,14,3,2,144,1,2,33,1,229,2,59,1,3,282,10,1,1,5,900,2,6,1,2,3,1,2,7,10,5,3,7,3,2,4,8,1,542,1,3,2,1,3,2,1,4,6,41,8,10,4,757,3,1,1,18,914,27,4,5,2,7,94,3,30,2,7,3,132,2,3,5,16,1,3
"29",2,18,70,1,2,81,1,8,1,2,3,2,33,3,3,16,8,3,9,2,2,149,19,3,3,4,1,2,13,4,412,46,1,2,1,1,13,3,5,3,2,4,21,3,2,723,3,3,1,33,28,2,2,1,1,1,1,1,1,3,6,3,1,1,7,4,3,2,2,3,781,1,3,1,2,48,2,1,1,6,4,1,7,11,7,3,10,6,2,2,3,3,149,263,1,5,2,9,1,1,2,152,80,4,2,1,1,7,38,1,6,3,2,3,2,29,62,1,2,2,63,24,9,1,4,2,2,2,115,1,3,4,100,4,3,11,11,13,104,2,419,14,19,3,2,348,1,30,7,11,4,3,1,2,3,1,3,2,3,3,20,83,16,2,4,1,189,1,3,255,2,1,1,1,37,3,1,4,10,58,27,11,2,1,416,1,2,3,12,5,3,1,294,3,30,5,47,4,41,12
"30",4,9,30,21,1,1,2,1,2,4,4,1,5,1,4,1,236,5,5,11,1,8,626,2,1,1,2,371,122,278,257,1,2,3,2,2,59,22,6,1,1,477,79,29,4,3,2,27,3,3,42,6,3,4,5,2,6,4,5,1,884,47,4,3,1,566,6,3,10,4,1,57,24,2,6,770,6,4,3,3,3,2,2,191,4,25,3,1,80,1,20,1,4,38,5,3,168,3,4,4,3,2,2,18,1,3,28,23,11,80,4,31,1,4,1,2,27,2,3,869,3,4,2,97,7,3,914,20,7,2,6,32,468,3,1,3,2,222,4,4,1,197,20,1,1,1,3,491,6,4,5,1,2,7,1,81,2,5,7,1,3,3,2,3,2,8,2,11,1,3,1,2,3,35,188,2,33,2,2,2,1,1,3,2,7,16,1,8,126,2,1,8,4,2,33,1,1,3,158,2
"31",11,2,7,37,577,12,11,2,6,26,2,3,3,6,2,2,1,1,1,1,9,3,5,1,4,88,6,724,2,3,1,3,5,7,9,106,7,1,5,6,4,2,3,4,20,3,9,2,6,1,1,3,343,1,2,8,179.5,2,3,2,2,9,3,150,2,56,3,1,38,1,4,2,2,58,3,23,3,2,236,2,2,6,1,27,2,1,1,111,236,3,1,7,3,1,2,2,7,2,257,50.5,5,12,29,1,86,4,2,1,1,18,1,1,13,2,183,3,13,183,79,72,1,3,17,13,1,80,3,1,1,4,2,4,1,4,537,15,15,3,2,1,8,20,3,11,183,404,3,5,3,1,2,96,4,1,133,2,1,85.5,24,45,2,13,42,16,3,4,51,5,5,450,51,809,2,213.5,2,1,2,9,3,79,2,2,1,10,2,3,25,2,1,80,4,242,1,2,18,5,51,2,8,5
