"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",5,2,10,378,379,82,136,2,13,485,1,10,21,3,5,17,2,3,1,1,3,1,2,1,5,32,47,850,1,10,1,5,30,76,3,8,137,2,5,7,18,2,4,80,5,29,3,1,134,1,1,8,74,1,2,38,204,2,70,2,2,4,9,536,2,2,4,1,39,2,3,7,2,113,17,20,3,10,118,1,2,81,2,4,4,1,1,4,641,4,4,15,4,1,2,6,6,2,872,599,15,145,252,2,216,4,3,1,2,19,2,1,60,2,411,2,83,333,147,25,1,5,12,9,2,227,4,1,1,6,3,44,1,2,489,14,407,3,2,2,4,373,2,11,482,354,2,20,1,1,2,79,3,1,248,2,2,327,28,87,2,19,150,6,25,3,157,3,2,360,27,61,24,528,141,2,1,17,2,140,2,2,1,227,3,3,286,2,1,2,3,3,1,1,35,13,330,3,127,189
"12",8,21,1,1,68,7,8,4,31,2,4,846,2,8,1,18,12,4,2,206,5,61,3,396,2,2,509,197,2,2,12,1,2,5,325,123,2,1,2,35,7,1,1,1,1,1,30,365,2,5,71,2,201,2,11,805,5,6,200,405,3,1,1,2,4,4,1,3,22,1,171,4,1,3,1,2,4,3,14,5,1,21,27,1,3,2,5,6,1,14,174,9,1,11,3,1,1,22,3,2,6,1,1,1,2,24,39,2,14,5,24,4,7,1,701,1,1,46,112,1,259,1,69,3,4,3,1,10,5,2,1,2,247,4,8,3,1,2,1,3,3,2,4,3,4,3,16,2,3,2,7,146,5,3,2,13,3,1,1,3,1,2,1,2,1,5,216,2,215,1,5,79,272,1,5,176,94,1,9,25,52,325,271,50,1,4,82,1,2,1,7,2,2,3,1,41,2,2,3,1
"13",4,1,2,4,4,206,10,39,5,5,141,56,1,10,598,3,1,1,19,133,18,2,1,410,41,3,2,1,170,1,4,31,11,1,201,203,1,3,1,6,39,3,21,3,327,3,1,2,236,2,80,1,1,9,483,160,148,48,2,294,1,2,590,49,5,3,2,126,1,18,15,106,45,285,4,1,1,11,1,3,6,20,1,13,1,3,2,14,21,26,5,7,7,7,51,11,3,1,2,26,1,28,9,5,74,2,10,107,1,7,1,9,846,89,3,4,157,38,3,5,2,3,1,30,1,20,55,2,2,166,2,1,408,1,511,1,249,1,9,394,371,1,1,21,365,2,129,1,11,3,1,15,70,41,26,8,1,18,2,19,17,1,985,1,2,2,1,6,1,2,15,2,18,302,1,7,381,19,1,1,4,911,293,170,204,1,163,21,30,27,1,53,9,46,9,2,3,19,1,5
"14",3,31,371,2,2,25,1,70,1,1,2,2,13,25,129,75,33,2,158,2,1,617,563,59,7,84,1,2,148,7,193,126,1,2,1,1,7,4,8,4,10,4,5,53,2,374,2,3,1,255,47,4,26,3,1,1,1,1,1,3,44,67,2,1,110,1,34,2,2,7,151,1,86,2,2,3,2,1,4,4,5,1,29,2,97,23,49,36,3,1,1,42,225,118,1,2,2,4,1,1,2,126,60,3,13,1,1,84,519,1,19,14,2,110,2,467,206,1,2,2,139,520,101,1,3,1,2,3,179,1,12,3,158,47,3,13,107,89,4,1,822,27,491,2,3,100,1,229,4,14,8,6,1,2,20,1,88,2,54,2,12,194,15,3,21,1,598,1,3,42,2,1,1,2,19,8,2,4,72,2,16,332,2,1,199,2,2,7,20,47,11,1,149,9,871,3,43,49,76,6
"15",10,55,189,88,1,1,29,1,2,3,375,1,3,2,218,1,47,117,226,166,2,8,32,28,1,1,3,38,235,619,194,2,16,75,12,4,246,60,3,3,1,168,2,49,43,2,10,449,3,3,28,19,2,4,146,2,25,7,34,1,602,110,6,3,1,533,7,5,4,3,2,59,35,1,3,216,12,2,55,2,3,2,5,271,2,76,4,1,33,2,7,1,2,94,155,4,234,3,61,39,5,22,3,119,1,9,25,8,7,11,26,424,1,34,1,7,22,2,1,934,4,6,2,208,224,2,406,37,6,3,26,8,137,21,1,5,2,567,26,4,1,179,331,1,1,1,9,737,2,149,3,1,2,10,1,159,21,186,126,1,3,3,27,4,27,10,3,123,4,31,1,3,2,253,286,1,15,5,17,3,1,1,3,17,19,8,1,36,706,111,2,69,3,2,3,1,1,1,17,3
"16",8,2,11,120.5,358,27,9,2,80,200,2,3,3,7,2,3,1,1,1,1,7,19,2,1,3,138,31,725,2,52.5,1,7,31,5,6,102,125,1,3,35,4,2,2,4,17,3,2,2,44,1,1,4,175,1,2,6,15,2,4,2,2,27,3,15,1,11,9,1,100,1,17,2,2,5,3,70,12,2,235.5,2,2,3,3,5,1,1,1,41,64,3,1,4,2,1,2,4,8,2,268.5,174.5,4,5,67,4,214,8,2,1,1,19,1,1,76,2,27,5,4,199,84,87.5,1,4,4,108,2,127,3,2,1,9,2,3,1,13,818.5,10,6,3,2,3,14,47,3,39,93,422.5,3,11,2,1,4,55,4,1,87.5,2,1,217,20,50,3,67,11,11,47,2,85.5,5,8,561.5,51.5,627,5,221,1,1,1,9,6,68.5,3,2,1,46,1,1,84,2,1,32.5,3,128,1,2,76,147.5,105.5,2,19,14
"17",1,4,1,2,292,2,22,53,6,1,1,412,2,3,1,4,3,3,2,5,6,9,3,15,2,2,35,66,1,1,8,2,23,4,9,15,2,2,2,612.5,3,1,1,1,1,2,14,5,2,9,3,1,520,2,4,22,2,3,107,80,1,1,2,2,13,1,1,3,5,2,9,25.5,1,21,1,2,4.5,11,4,8,1,4,2,2,3,2,4,2,2,78.5,26,2,1,8,1,1,1,4,2,2,7,1,1,1,92.5,9,12,2,5,3,3,2,4,1,343.5,1,1,3,6,1,161.5,1,3,8,4,1,1,3,3,4,3,1,90,1,3,2,2,2,1,2,2,1,2,2,111,2,4,2,1,2,3,244.5,3,5,2,104.5,2,1,1,2,1,2,1,4,1,4,4,2,54.5,2,2,31,71,1,2,271,31.5,1,3,19,8,91,2,11,2,114.5,20,1,2,1,4,2,3,7,1,24,6,1,2,1
"18",4,1,2,19,4,84.5,30.5,17.5,8,3,41,61,1,2,49,2,2,2,3,3,2,18,1,38,11,3,3,1,15,68,23,12,5,1,10,32,1,19,1,1,50,5,3,2,65,1,1,1,8,2,2,3,1,6,88,3,92,5,2,13.5,3,2,412,6,17,5,2,7,1,11,2,205,6.5,131,5,1,1,4,1,1,8,5,4,1,2,3,2,3,25,100,2,3,3,2,11,3,5,1,3,13,1,2,9,6,30.5,2,4,3,2,2,2,7,991,65,3,2,175,5,4,149,2,6,1,23,1,5,21,1,2,157.5,1,2,216,2,513,1,151,1,3,41,37,2,1,14,929.5,3,7,1,3,3,1,2,7,62,4,3,9,23.5,2,11,14,1,424.5,2,3,3,1,4,3,1,7,3,531,6,8,4,824.5,3,1,1,5,926.5,56,4,52,2,24,119,10,98,6,6,2,367,2,4,3,13,1,3
"19",3,9,103,1,2,116,1,5,2,2,3,2,24,4,4,59,24,4,74,2,3.5,40,8,5,7,6,1,2,63,7,129,47.5,1,2,1,1,154,3,7,2,2,3,6,3,2,344,3,3,1,57,14,2,3,3,1,1,1,1,1,6,23,9,1,1,27,3,3,2,2,3,327.5,1,3,1,2,132,2,1,2,4,4,2,35,43,10,4,9,13,1,2,3,5,219,569.5,3,6,2,37,1,1,2,407,75.5,2,2,1,1,9,27,1,24.5,3,2,9,2,43,26,1,1,2,88.5,125,125,1,3,2,2,4,79,1,4,23,75,7,2,14,10,9,55,1,475,59,9,3,2,563,1,9,8,4,2,4,1,2,3,1,8,2,3,3,154,51,210,1,4,1,5,1,2,274,3,1,1,2,24,3,2,6,75,9,35,7,16,1,266,3,2,6,7,18,2,1,296,3,6,5,54,6,69.5,8
"20",2,15,270,182.5,1,1,24,1,1,4,11,1,4,1,57,1,135,8,4,22,1,2,255,2,1,1,2,536,19,287,155,1,2,3,2,2,231,15,6,7,1,602.5,73.5,58,8,5,4,123,3,3,11,8,2,5,5,2,7,4,16,1,626,114,6,3,3,714,31,6,8,4,1,146,22,3,4,331,3,3,5,3,3,1,1,157.5,4,30,3,1,99,1,13,1,4,20,33,2,392,3,5,3,3,3,2,11.5,1,3,8,95,23,177,6,33.5,1,3,1,4,142,2,2,160,3,10,2,134,10,3,658.5,107,15,2,5,53.5,485.5,3,1,3,1,354,5,4,1,734,26.5,1,1,1,2,115,15,13,8,1,2,3,1,191.5,5,3,25,1,2,3,3,3,2,9,7,10,1,3,1,2,3,29,58,2,59,2,4,6,1,1,3,2,23,10,1,28,276,2,1,3,6,1,96,1,1,3,165,2
"21",5,1,13,173,580,18,6,2,23,66,2,3,3,5,2,3,1,2,1,1,5,13,1,1,3,141,16,389,2,9,1,5,6,4,4,46,10,1,4,8,4,2,2,4,4,3,2,1,35,1,1,3,105,2,2,3,15,2,8,2,2,5,3,28,2,32,6,1,32,1,19,2,2,4,4,35,5,2,204,1,2,4,3,4,1,1,1,11,122,3,1,6,4,1,1,4,4,2,234,81,4,4,48,2,129,5,2,1,1,11,1,1,127,2,120,4,2,72,72,59,1,5,5,60,1,97,3,2,1,6,2,3,1,5,964,4,4,3,2,3,5,19,2,13,116,170,3,3,2,1,4,8,4,1,65,2,1,131,7,36,3,8,18,9,28,2,20,6,4,172,132,946,2,388,1,1,1,5,5,13,2,2,1,109,1,2,33,2,1,10,5,112,1,2,59,97,64,2,3,7
"22",1,3,1,2,331,2,19,11,13,1,1,345,2,4,1,4,3,3,3,4,4,50,3,9,2,2,43,203,1,1,3,2,11,5,12,22,2,2,2,327,3,1,1,1,1,1,6,6,2,8,4,2,584,1,3,15,2,3,29,9,1,1,2,2,11,1,1,3,3,2,12,14,1,6,1,2,4,6,3,7,1,3,4,2,4,2,4,2,2,43,21,2,1,5,3,1,1,4,2,2,5,1,1,1,108,6,5,2,3,3,3,2,3,1,347,1,1,3,5,1,91,1,2,6,4,1,1,4,3,3,3,1,95,2,3,1,1,2,1,2,2,2,3,2,21,3,4,2,1,2,2,178,3,2,2,62,2,1,1,2,1,2,1,3,1,4,3,2,74,2,2,64,49,1,2,57,29,1,4,34,4,119,3,6,2,48,37,1,2,1,4,2,3,5,1,22,4,1,2,2
"23",2,2,2,11,4,86,51,4,3,3,20,31,1,2,46,2,2,1,2,3,3,15,2,24,5,3,3,1,9,44,21,12,4,1,3,6,1,4,1,2,39,3,3,2,55,2,1,2,28,2,5,4,1,6,67,4,22,4,2,80,3,2,189,3,25,2,2,4,1,5,3,81,4,104,3,1,1,4,1,2,8,5,2,1,2,3,2,3,8,123,2,3,3,2,9,3,3,1,3,7,1,2,3,4,7,2,3,3,2,2,2,6,924,23,3,2,302,4,3,177,2,2,1,18,2,4,8,1,2,120,1,2,89,1,335,3,78,1,4,44,6,1,1,4,958,2,9,1,3,3,1,2,5,31,5,3,4,15,2,15,7,1,407,2,2,3,1,3,2,1,4,2,160,6,6,4,795,3,1,1,7,872,27,3,46,3,8,50,4,14,3,5,2,520,2,7,3,6,1,3
"24",3,14,30,1,2,29,1,14,1,2,3,1,33,3,4,12,8,4,32,2,2,17,5,3,4,4,1,2,13,8,183,27,1,2,1,1,27,9,3,1,2,4,7,3,2,255,4,3,1,37,15,1,2,3,1,1,1,1,1,3,11,3,1,1,7,3,3,2,2,3,435,1,3,1,2,19,2,1,2,4,4,2,15,7,6,4,12,7,1,2,3,4,166,615,2,5,2,14,1,1,2,306,26,3,2,1,1,8,13,1,54,3,2,4,2,27,38,1,1,3,111,67,65,1,3,2,2,3,50,1,4,17,74,11,2,11,6,7,39,1,304,47,5,3,2,510,1,8,4,4,3,4,1,6,3,1,6,2,3,3,67,40,74,1,4,1,6,1,3,330,3,1,1,2,37,3,2,4,8,6,10,31,5,1,325,1,2,3,6,8,2,1,184,3,6,8,66,4,78,6
"25",4,5,232,189,1,1,5,1,2,4,8,2,4,1,38,1,334,5,4,10,1,2,283,2,1,1,2,627,23,148,145,1,2,3,2,2,256,15,5,7,1,490,45,26,6,4,3,36,3,3,8,11,3,4,5,2,4,5,9,1,674,48,6,4,1,792,9,5,6,4,1,23,11,2,5,319,3,3,4,3,3,1,1,79,3,17,3,1,77,1,13,1,2,18,14,2,253,3,6,3,3,3,2,7,1,3,23,117,14,122,5,11,1,3,1,3,47,2,2,110,3,8,3,46,5,3,781,69,6,2,5,54,317,3,1,2,2,212,3,4,1,698,23,1,1,1,2,54,12,7,6,1,2,4,1,74,7,3,8,1,2,3,2,4,3,7,2,8,1,3,1,3,3,16,18,2,47,2,2,7,1,1,2,2,5,16,1,11,227,2,1,4,4,1,52,1,1,3,97,1
"26",5,1,10,155,471,23,4,2,33,77,2,3,3,5,2,3,1,2,1,1,5,14,1,1,3,142,20,475,2,9,1,4,8,4,3,86,14,1,4,9,4,2,2,4,8,3,2,2,23,1,1,4,111,2,2,3,18,2,7,2,2,6,3,46,2,24,6,1,35,1,16,2,2,5,4,34,9,2,223,1,2,4,4,5,1,1,1,18,162,3,1,6,3,1,1,4,4,2,147,119,4,4,95,2,174,5,1,1,1,10,1,1,124,2,153,4,2,66,80,61,1,5,5,65,1,76,3,2,1,7,2,3,1,7,974,5,4,3,2,2,7,32,2,18,99,184,3,3,2,1,4,13,4,1,78,2,1,110,6,31,3,17,16,11,40,2,25,6,5,271,99,887,3,335,2,1,1,5,5,16,2,2,1,90,1,2,38,2,1,16,5,96,1,2,71,103,64,2,4,6
"27",1,3,1,2,334,2,14,17,11,1,1,360,2,4,1,4,3,3,3,4,4,27,3,11,2,2,71,190,1,1,3,2,13,5,13,23,2,2,2,321,3,1,1,1,1,1,9,10,2,8,3,2,589,1,3,26,2,3,40,16,1,1,2,2,14,1,1,3,3,2,6,14,1,6,1,2,4,5,3,7,1,3,3,2,4,2,4,2,2,41,16,2,1,5,2,1,1,4,2,2,5,1,1,1,110,6,5,2,3,3,3,2,4,1,309,1,1,3,6,1,96,1,2,6,4,1,1,4,3,3,3,1,88,1,3,1,1,2,1,3,2,2,3,2,29,3,4,2,1,2,2,174,3,2,2,72,2,1,1,2,1,2,1,3,1,4,4,2,79,2,2,77,59,1,1,85,20,1,4,54,5,84,3,8,2,40,36,1,2,1,4,2,3,5,1,37,5,1,2,1
"28",2,2,2,10,4,77,44,5,3,3,20,25,1,2,42,2,2,1,2,3,3,15,2,28,5,3,3,1,10,28,17,11,4,1,5,10,1,5,1,1,37,3,3,2,92,2,1,1,19,2,6,3,1,5,69,4,37,4,2,50,3,2,198,3,32,2,2,4,1,5,4,92,4,82,3,1,1,4,1,2,6,5,2,1,2,3,2,3,6,110,2,3,2,2,9,3,3,1,3,10,1,2,3,4,12,2,3,3,2,2,2,6,949,22,3,2,253,5,3,166,2,2,1,13,2,4,7,1,2,103,1,2,109,2,352,3,65,1,4,42,8,1,1,4,962,2,7,1,3,3,1,2,5,28,5,3,4,13,2,12,7,1,349,2,2,3,1,3,2,1,5,3,252,6,4,4,666,3,1,1,7,937,27,3,60,3,8,67,5,22,3,5,2,467,2,7,2,6,1,3
"29",3,20,41,1,2,39,1,10,1,2,3,2,30,3,3,19,10,4,33,2,2,64,7,3,4,4,1,2,15,5,213,23,1,2,1,1,31,11,3,2,2,4,7,3,2,301,3,3,1,44,14,1,2,3,1,1,1,1,1,4,15,3,1,1,11,3,3,2,2,3,329,1,3,1,2,26,2,1,2,4,4,2,16,6,7,4,13,6,1,2,3,4,152,636,3,5,2,14,1,1,2,397,35,3,2,1,2,8,14,1,61,3,2,4,2,20,38,1,1,3,93,78,79,1,3,2,2,3,65,1,4,16,81,11,2,11,5,5,46,1,311,45,5,3,2,467,1,8,5,4,3,3,1,6,3,1,7,2,3,3,78,39,88,1,4,1,12,1,3,329,3,1,1,2,31,3,2,4,9,7,17,24,4,1,242,1,2,3,6,9,2,1,175,3,9,8,40,4,69,7
"30",4,6,217,133,1,1,6,1,2,4,8,1,4,1,46,1,265,5,4,17,1,3,347,2,1,1,2,607,21,160,191,1,2,3,2,2,219,16,5,7,1,507,42,25,4,4,4,46,3,3,9,11,3,4,5,2,4,5,9,1,682,61,6,4,1,659,10,5,7,4,1,49,15,2,6,400,3,3,4,3,3,1,1,85,3,18,3,1,89,1,15,1,4,22,14,2,300,3,5,3,3,3,2,6,1,3,27,100,15,87,5,15,1,3,1,3,49,2,2,149,3,7,3,66,5,3,864,71,6,2,5,62,329,3,1,2,2,261,3,4,1,684,15,1,1,1,2,68,13,7,5,1,2,4,1,79,6,3,8,1,2,3,2,4,3,7,2,9,1,3,1,2,2,18,34,2,48,2,2,5,1,1,2,2,4,10,1,14,270,2,1,3,4,1,68,1,1,3,130,2
"31",8,2,8,141,362,22,6,2,32,98,2,3,3,6,2,3,1,1,1,1,5,2,2,1,3,141,13,311,2,2,1,4,6,5,3,101,22,1,3,12,4,2,4,4,7,3,2,2,15,2,1,3,141,1,2,5,62,2,4,2,2,4,3,59,2,22,4,1,38,1,10,2,3,7,3,36,7,2,220,2,2,3,1,16,1,1,1,11,108,3,1,6,2,1,1,2,8,2,255,129,4,6,124,2,117,8,1,1,1,32,1,1,116,2,79,4,7,73,43,30,1,5,4,29,1,97,3,1,1,5,2,3,1,4,931,11,14,3,2,2,7,41,3,23,24,217,3,4,3,1,4,39.5,4,1,47,2,1,134,14,28,2,43,21,17,9,3,33,5,5,243,45.5,992,3,157,1,1,1,9,4,11,2,2,1,17,1,3,29,2,1,16,3,46,1,2,63,26,84,3,8,4
