"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",99,3,3,185,3,20,2,1,28,5,2,5,2,3,2,4,3,8,1,1,3,4,3,1,3,4,328,7,2,2,1,5,12,4,3,65,3,1,215,6,4,3,2,3,5,30,5,3,3,3,1,1,60,1,3,11,19,1,32,2,5,4,1,526,2,157,2,1,7,6,3,2,3,8,4,3,4,12,7,3,3,45,4,5,5,1,2,93,30,14,1,4,3,1,1,12,2,3,19,27,3,6,7,1,35,5,3,1,2,6,1,2,10,2,160,2,3,15,5,2,1,18,5,5,2,48,2,1,1,2,1,10,1,4,4,2,2,3,3,7,26,3,2,65,15,64,3,3,2,1,4,99,5,1,16,3,1,2,170,74,3,2,5,2,5,3,81,4,3,24,49,13,2,4,34,1,5,6,9,3,340,2,1,501,1,69,10,3,1,2,4,7,1,1,5,18,7,3,4,6
"12",3,2,1,1,111,3,14,6,2,2,1,68,3,4,1,3,1,2,3,2,9,1,2,8,1,2,14,18,1,1,2,3,3,2,18,93,1,2,4,1,13,1,1,1,1,1,6,8,4,2,13,2,180,2,2,90,1,3,118,1,1,1,3,2,1,2,1,4,2,1,4,3,2,2,1,2,2,41,1,4,1,54,3,2,1,3,4,4,1,551,20,2,1,12,3,1,1,2,3,1,4,1,1,2,3,11,1,2,3,3,2,3,3,1,105,1,1,14,4,1,3,1,2,2,1,3,1,10,3,3,4,1,2,2,2,1,1,2,1,1,7,1,3,7,7,3,2,2,1,2,3,45,3,3,4,7,3,1,1,3,1,4,1,1,1,1,4,3,5,3,4,7,5,1,22,3,23,1,4,2,4,3,35,15,2,2,12,1,2,1,1,2,2,2,1,28,2,1,2,1
"13",1,1,2,195,423,2,7,2,12,3,9,382,1,5,5,2,2,1,2,3,4,2,1,44,10,3,4,1,4,3,3,2,1,1,11,21,2,4,2,4,267,2,3,2,13,2,1,1,42,1,11,3,2,3,57,7,13,13,2,12,4,2,6,43,3,12,3,12,1,2,1,19,7,7,2,1,3,3,4,1,8,2,1,1,2,2,1,1,3,425,4,5,2,7,6,3,5,1,9,17,1,3,3,4,9,2,4,3,1,4,5,4,447,3,2,3,2,5,2,3,2,2,1,121,3,6,12,4,2,86,2,2,92,1,5,8,100,1,2,3,38,2,1,16,505,2,77,1,3,3,1,3,36,2,3,2,2,4,3,9,6,1,3,3,3,5,1,5,1,1,3,2,4,3,12,4,102,2,1,1,34,5,36,1,3,1,2,2,3,4,2,3,4,17,2,13,4,83,1,2
"14",2,53,21,2,2,12,1,20,15,1,3,1,43,2,15,54,21,5,19,4,2,523,47,4,4,5,1,2,20,6,8,6,2,3,1,1,4,3,1,2,2,6,4,25,2,22,2,4,1,74,3,4,1,50,1,1,2,2,1,3,35,23,2,1,473,1,4,2,3,7,48,1,1,1,3,10,1,1,3,6,2,1,27,16,42,4,35,37,2,4,2,3,11,3,2,4,17,552,1,2,7,54,6,5,2,1,2,12,12,1,613,1,2,108,5,95,475,1,1,8,92,330,22,1,50,1,3,2,4,1,7,247,23,20,3,4,15,459,451,2,22,33,5,2,1,5,1,709,6,7,2,10,1,4,35,1,84,5,889,2,42,14,2,6,2,2,2,1,2,111,1,1,1,2,38,5,2,3,111,5,12,4,2,2,6,3,3,13,66,46,9,1,50,339,125,2,3,258,11,10
"15",46,15,7,5,1,1,3,3,9,4,4,2,6,1,176,1,47,3,111,256,1,5,77,2,2,1,2,43,263,25,33,1,10,11,2,3,136,73,3,3,1,40,5,71,3,3,10,28,2,13,5,19,3,8,4,2,8,23,14,5,60,9,9,16,37,17,450,3,59,5,2,25,44,3,5,123,5,2,2,2,30,3,2,67,32,33,3,2,53,1,6,1,4,20,157,2,30,30,4,3,2,2,2,10,1,3,23,140,29,2,626,46,1,38,1,6,10,2,3,240,8,444,7,3,49,2,35,3,5,4,3,5,11,14,1,5,3,824,11,5,1,23,4,1,2,1,28,378,56,119,43,1,2,6,1,6,100,6,30,1,2,9,7,19,6,6,13,2,6,2,2,3,3,5,30,2,1,4,2,10,1,1,3,3,10,51,1,7,933,24,6,10,43,23,3,1,1,2,83,3
"16",4,1,3,27,18,5,2,2,15,5,2,3,3,2,2,1,2,5,1,1,3,64,6,1,3,5,7,3,1,3,1,8,9,4,5,19,2,2,49,4,3,3,3,3,4,5,3,2,3,3,2,3,15,3,4,10,4,1,5,2,4,3,3,80,2,11,2,1,7,4,3,2,2,5,4,3,1,4,6,5,3,5,4,3,1,2,2,8,246,3,1,6,2,1,1,3,2,2,4,6,6,4,2,2,4,4,3,1,1,11,1,1,26,2,42,3,3,5,3,2,1,3,4,5,2,65,2,1,1,2,3,1,1,5,4,3,4,3,2,5,19,3,2,10,9,157,4,3,1,3,3,10,3,1,7,2,1,2,12,7,2,4,3,3,5,4,6,5,4,15,7,12,2,12,3,2,1,3,5,4,7,2,1,21,1,3,4,2,1,5,5,4,1,1,4,46,4,2,3,67
"17",2,4,1,2,214,4,4,3,4,2,1,14,1,3,1,4,1,6,3,2,41,54,2,3,1,1,4,8.5,2,1,3,2,17.5,2,3,159.5,1,1,2,6,5,1,1,1,1,1,4,3,4,2,3,1,7,1,2,48,1,6,16,3,1,1,1,2,1,1,1,4,2,2,4,6,3,1,1,2,3,10,2,4,1,9,3,2,3,1,3,2,1,82.5,6,3,1,2,2,1,1,3,2,1,4,1,1,1,3,5,2,2,3,2,2,4,3,1,6,2,1,4,6,1,4,1,2,2,1,3,1,3,3,3,1,3,2,2,2,1,1,2,1,1,2,1,4,3,249.5,3,2,2,2,1,2,3,4,3,1,5,3,1,1,3,1,3,1,1,1,1,18,3,5,2,3,5,5,1,2,4,5,1,2,3,3,3,2,4,3,6,6,1,2,1,1,2,2,2,1,4,2,1,1,3
"18",1,2,2,6,98,2,6,1,3,4,3,13,2,5,70,3,3,1,2,3,4,4,1,8,5,3,3,1,52,2,2,4,3,1,4,39,3,4,1,11,19,2,2,2,3,2,1,1,10,1,1,2,1,2,27,6,3,28,2,5,2,2,4,5,3,4,3,6,1,1,2,4,4,3,2,1,2,3,4,1,4,2,2,1,2,3,1,4,2,352,3,4,3,3,5,2,3,1,3,2,3,2,3,7,41,3,4,6,2,4,3,2,69,5,2,1,2,6,2,3,2,2,1,3,3,6,7,2,2,5,2,2,11,1,5,10,80,1,3,3,4.5,2,1,28,6,2,6,1,3,2,4,4,14.5,2,4,3,2,3,2,15,3,1,2,2,2,3,1,4,1,1,4,3,4,3,1,3,36,2,1,1,13,5,15,3,4,2,3,4,3,3,2,3,3,9,2,3,17,84.5,2,5
"19",3,6,12,1,2,7,1,5,2,1,4,1,5,4,50,15,7,2,4,4,2,279.5,25,2,4,4,1,2,3,22,101,3,1,3,1,1,5,3,3,1,2,46,4,7,2,189,2,4,1,4,10,4,3,10,1,1,2,2,1,4,19,19.5,2,1,47,2,4,2,3,5,10,1,1,2,3,250,5,1,1,3,2,1,5,58,5,4,6,11,3,2,2,2,26,8,3,14,5,206,1,3,1,16,11,3,2,1,1,229,4,1,319,3,2,8,3,49,167,1,1,5,11,11,6,1,9,1,3,4,6,1,5,6,10,4,3,2,6,4,231.5,2,3,4,48,2,1,4,1,169,49,405,1,2,1,25,3,1,21,43,73.5,2,285,209,7,4,3,2,12,2,2,53,1,1,1,2,7,1,2,7,16,5,15,4,21,1,16,1,2,3,6,37,3,1,15,165,80,1,7,27,11,2
"20",11,3,7,3,1,1,3,4,1,3,5,2,4,1,4,2,95,3,35.5,46,1,2,144,12,2,2,2,4,20,15,17,1,2,5,2,2,201,5,4,2,1,8,9,12,6,3,6,9,2,5,11,10,2,5,11,2,93,45,3,1,3,83,5,15,7,7,7,3,4,3,1,7,6,4,5,36,6,2,3,2,5,3,1,563.5,4,21.5,4,1,10,1,4,1,15,7,56,6,12,5,11,4,2,3,5,5,1,2,22,283.5,6,3,186.5,7,1,28,1,4,4,2,4,226,3,272,3,4,11,2,5,6,22,33,4,4,4,3,1,6,2,261,4,4,1,71,10,1,2,1,3,487,46,17,172.5,1,2,4,2,24,118.5,25,14,1,4,2,14.5,5,6,6,3,1,3,13,2,2,3,4,6,5,3,4,3,2,1,1,4,2,2,4,1,5,872.5,2,4,8,10,6,3,2,1,3,13,1
"21",4,1,3,5,6,6,3,4,20,5,2,5,3,4,2,1,2,6,1,1,3,24,6,1,4,5,13,5,1,3,1,4,32,4,5,12,2,1,26,4,3,3,4,3,3,4,3,2,4,3,2,3,21,3,3,15,4,1,4,2,3,3,3,26,2,11,2,1,10,4,3,2,1,5,4,3,3,4,5,5,3,9,4,3,2,2,2,7,128,3,1,5,2,1,1,3,2,2,4,5,5,4,2,2,4,5,4,1,1,7,1,2,5,2,33,3,2,5,3,3,2,3,4,4,3,81,3,1,1,2,3,1,1,5,5,3,3,3,2,5,11,4,2,6,3,139,3,3,2,2,4,10,3,1,7,1,1,2,5,6,2,4,3,3,5,3,5,5,4,8,5,8,2,5,4,2,1,3,4,3,5,2,1,15,1,4,4,2,1,4,5,6,1,1,4,12,4,2,3,33
"22",2,3,1,2,23,3,4,2,4,1,1,3,1,2,1,2,1,5,3,2,11,16,2,2,1,2,4,6,2,1,2,2,9,2,3,129,1,2,3,7,4,1,1,1,1,1,4,3,3,2,1,1,4,1,2,23,1,5,6,3,1,1,1,2,1,1,1,4,2,2,4,3,3,1,1,2,1,7,2,4,1,4,3,2,3,1,3,3,1,105,4,2,1,2,3,1,1,3,2,1,4,1,1,1,3,4,2,2,3,1,2,4,3,1,5,1,1,3,5,1,3,1,2,2,1,3,1,5,3,3,1,3,2,2,3,1,1,1,1,1,2,1,4,2,99,3,2,2,1,1,2,3,4,3,2,4,3,1,1,3,1,3,1,1,1,2,8,3,5,2,3,4,5,1,1,5,4,1,3,4,2,3,2,5,3,3,5,1,2,1,1,2,2,2,1,4,2,1,1,2
"23",1,4,2,4,46,2,6,3,2,4,4,8,2,5,117,3,3,1,2,3,5,6,1,5,5,3,3,1,83,2,3,6,2,1,4,72,3,4,1,5,7,2,2,2,4,2,1,1,6,1,3,2,1,2,6,7,3,7,2,6,2,2,4,4,3,3,3,6,1,1,2,5,2,4,2,1,2,3,4,1,4,3,2,1,1,3,1,2,2,365,3,4,3,3,4,2,3,1,3,3,2,2,3,5,9,3,3,3,2,4,3,1,21,3,2,2,3,6,2,2,1,2,1,5,2,5,6,2,2,4,2,2,13,1,4,5,26,2,3,3,4,2,1,8,16,2,6,1,3,3,3,4,20,2,3,3,2,3,2,5,3,1,2,2,2,4,1,4,1,1,4,3,4,2,2,3,41,2,1,1,6,5,23,3,4,2,3,4,3,3,2,3,3,8,2,2,18,26,2,6
"24",3,5,8,1,2,5,1,23,3,3,3,1,6,3,13,7,4,2,4,4,2,292,78,3,3,4,1,2,3,6,32,3,1,3,1,1,4,3,2,1,2,26,3,4,2,58,2,4,1,4,5,4,3,6,1,2,2,2,1,4,5,20,2,1,63,2,4,2,3,5,5,1,4,2,3,186,4,1,1,3,2,1,6,15,4,4,6,9,3,2,2,3,38,26,2,5,4,130,1,2,1,12,7,3,2,1,1,288,4,2,288,3,2,7,3,6,311,1,1,5,6,19,6,1,5,2,2,3,5,1,5,6,8,4,2,2,5,4,244,2,3,3,37,3,1,4,1,122,12,302,1,2,1,11,4,2,4,12,19,2,167,84,4,4,3,1,7,1,2,23,2,1,1,3,5,1,2,4,6,5,21,4,4,1,12,1,2,3,4,15,3,1,4,401,20,3,6,5,7,3
"25",5,2,4,3,1,1,2,1,1,2,5,2,4,1,4,4,37,3,7,18,1,1,320,4,2,1,2,3,8,13,11,1,3,5,2,2,104,5,4,2,1,6,7,5,5,3,5,6,2,5,8,15,2,5,4,1,43,11,3,1,4,24,5,5,13,8,8,3,4,3,1,4,16,3,5,21,6,2,3,2,5,2,1,514,5,7,4,1,6,1,5,1,9,5,20,4,9,5,5,4,3,3,4,6,1,2,13,173,5,3,40,5,1,11,1,4,4,2,4,142,4,90,3,3,11,1,5,4,7,12,4,4,4,3,1,4,2,321,4,6,1,17,10,1,2,1,4,455,19,55,74,1,2,4,1,9,83,14,7,1,4,2,6,5,4,5,3,2,3,6,1,2,3,4,3,4,3,5,2,2,1,1,3,2,2,5,1,5,822,2,4,4,12,4,3,1,1,3,5,1
"26",4,1,3,6,10,6,3,4,19,5,2,7,3,4,2,1,2,6,1,1,3,21,6,1,3,5,13,4,1,3,1,4,47,5,5,14,2,1,30,4,3,3,4,3,3,4,3,2,4,3,2,3,28,2,3,14,4,1,4,2,4,3,3,35,2,11,2,1,9,4,3,2,1,5,4,3,3,4,5,5,3,8,4,3,1,2,2,8,100,3,1,5,2,1,1,3,2,2,4,5,5,4,2,2,4,5,4,1,1,7,1,2,5,2,34,3,2,5,3,3,1,3,4,4,3,97,3,1,1,2,3,1,1,5,5,2,3,3,2,5,10,4,2,6,3,162,3,3,1,2,4,8,3,1,7,1,1,3,6,6,2,4,3,3,5,3,4,5,4,10,6,8,2,5,4,2,2,3,4,4,5,2,1,16,1,4,4,2,1,4,5,5,1,1,4,12,4,2,3,30
"27",2,3,1,2,70,3,4,2,4,1,1,3,1,2,1,2,1,5,3,2,13,28,2,2,1,2,4,6,2,1,2,2,13,2,4,166,1,2,3,6,4,1,1,1,1,1,4,3,3,2,1,1,4,1,2,31,1,6,7,3,1,1,1,2,1,1,1,4,2,2,4,3,3,1,1,2,2,9,2,4,1,4,3,2,3,1,3,2,1,129,4,2,1,2,3,1,1,3,2,1,4,1,1,1,3,4,2,2,3,1,2,4,3,1,6,1,1,4,5,1,3,1,2,2,1,3,1,5,3,3,1,3,2,2,3,1,1,1,1,1,2,1,4,3,115,3,2,2,2,1,2,3,4,3,2,4,3,1,1,3,1,3,1,1,1,2,9,3,5,2,3,4,5,1,1,3,4,1,3,3,2,3,2,5,3,3,5,1,2,1,1,2,2,2,1,4,2,1,1,2
"28",1,4,2,4,56,2,6,1,2,4,4,8,2,5,142,3,3,1,2,3,5,4,1,5,5,3,3,1,77,2,3,5,2,1,3,38,3,4,1,5,7,2,2,2,4,2,1,1,6,1,3,2,1,3,7,7,3,8,2,5,2,2,4,4,3,3,3,6,1,1,2,5,2,4,2,1,1,3,4,1,4,3,2,1,2,3,1,3,2,346,3,4,3,3,4,2,3,1,3,3,2,2,3,5,17,3,3,3,2,4,3,1,25,3,2,2,3,6,2,2,2,2,1,5,2,5,6,2,2,4,2,2,11,1,4,5,20,2,3,3,4,2,1,9,11,2,6,1,3,3,3,4,15,2,4,3,2,2,2,7,3,1,2,2,2,4,1,4,1,1,4,3,4,2,2,4,60,2,1,1,6,5,26,3,4,2,3,4,3,3,2,3,3,7,2,2,23,40,2,5
"29",3,5,8,1,2,5,1,14,3,3,3,1,6,3,16,7,5,2,4,4,2,230,56,3,4,4,1,2,3,6,31,3,1,3,1,1,4,3,2,1,2,24,3,4,2,92,2,4,1,4,5,4,3,6,1,2,2,2,1,4,5,20,2,1,74,2,4,2,3,5,5,1,4,2,3,243,4,1,1,3,2,1,6,14,4,4,6,9,3,2,2,3,30,20,2,6,4,156,1,2,1,13,6,3,2,1,1,289,4,2,260,3,2,6,3,6,302,1,1,5,7,25,6,1,5,2,2,3,5,1,5,5,9,4,2,3,4,4,293,2,3,3,43,2,1,4,1,96,14,328,1,2,1,12,3,2,4,10,46,2,195,110,4,4,3,1,7,1,2,26,2,1,1,3,5,1,1,4,6,5,19,4,5,1,12,1,2,3,4,16,3,1,7,372,20,3,5,6,7,3
"30",5,2,6,3,1,1,2,3,1,2,5,2,4,1,4,4,37,3,7,19,1,1,228,4,2,1,2,3,14,12,6,1,3,4,2,2,115,5,4,2,1,7,7,6,5,3,6,6,2,5,8,15,2,5,4,1,50,10,3,1,3,31,5,5,13,6,9,3,4,3,1,4,11,3,5,30,6,2,3,2,5,2,1,500,5,7,4,1,6,1,5,1,9,6,25,4,12,5,5,4,3,3,4,6,1,2,14,207,5,3,70,5,1,9,1,4,4,2,4,114,4,132,3,3,12,1,5,4,11,18,4,4,3,3,1,4,2,284,4,7,1,32,10,1,2,1,4,440,16,37,55,1,2,4,1,10,71,12,8,1,4,2,6,5,4,5,5,2,3,7,1,2,3,4,3,5,3,5,2,2,1,1,3,2,2,5,1,5,918,2,4,4,12,4,3,1,1,3,5,1
"31",3,3,3,4,40,7,2,2,8,5,2,4,3,2,2,1,2,6,1,1,3,12,3,1,3,5,38,2,1,3,1,3,10,3,5,9,3,1,23,4,3,3,3,3,4,4,3,2,7,3,2,3,22,2,2,7,4,1,6,1,2,3,3,39,1,10,3,1,7,4,3,2,1,5,4,3,2,4,5,5,2,9,4,3,1,2,2,4,49,3,1,5,3,1,1,3,2,2,4,5,5,4,3,2,3,5,4,1,1,6,1,2,5,2,54,3,3,7,3,2,1,3,3,4,2,69,2,1,1,2,3,2,1,5,5,3,3,3,2,7,18,3,2,7,5,151,4,3,1,2,4,5,4,1,6,2,1,2,3,5,2,4,3,4,3,4,2,5,4,11,7,5,2,5,3,1,2,3,4,3,5,2,1,33,1,4,5,2,1,2,3,5,1,1,3,12,3,2,3,18
