"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",141,1,10,44,114,243,4,3,425,13,2,32,3,1,3,5,1,3,2,1,25,1,5,1,13,38,261,25,5,8,1,3,4,2,3,132,4,1,6,12,20,3,2,2,12,4,4,3,4,3,1,4,81,2,2,34,138,2,75,4,5,4,4,162,30,266,3,1,10,1,6,2,1,5,4,44,85,254,6,3,2,6,5,108,4,3,4,4,424,5,1,216,8,1,1,179,6,2,20,8,4,25,15,2,146,179,4,1,1,3,1,1,13,2,235,1,3,415,19,3,1,4,2,117,2,59,2,4,2,2,6,174,1,3,9,5,6,2,2,3,3,6,2,122,3,41,4,3,2,1,4,88,15,1,18,3,1,109,76,61,4,6,6,18,4,3,5,6,2,13,122,51,24,9,9,3,1,9,4,3,322,5,1,168,1,33,44,3,1,2,7,9,1,1,22,19,56,3,3,60
"12",3,4,1,21,21,3,8,22,108,4,1,135,2,15,1,3,14,5,3,2,72,6,2,40,1,3,4,35,1,2,2,4,2,4,25,91,1,7,2,3,23,1,1,1,1,1,45,5,2,34,9,2,62,1,26,16,2,736,44,1,1,5,1,32,2,4,1,43,3,2,79,6,2,2,1,2,3,121,3,8,1,2,29,1,1,4,3,145,1,8,277,2,1,2,2,1,1,3,1,2,2,2,1,1,5,2,3,2,3,6,4,2,141,1,8,4,1,212,6,1,245,1,3,59,1,3,1,3,7,5,4,1,3,2,3,1,1,3,1,5,2,1,9,26,111,27,7,2,1,4,1,34,6,2,7,215,10,1,1,4,1,1,1,2,1,2,7,3,159,4,3,35,19,2,30,7,7,1,5,55,27,27,98,255,3,2,7,2,2,1,2,2,2,4,1,40,2,2,2,4
"13",2,3,2,12,400,5,5,2,70,3,6,340,1,5,49,1,2,2,1,3,9,5,1,352,23,2,8,1,3,1,3,2,5,5,16,286,2,5,1,5,3,2,3,6,89,3,1,1,5,1,17,1,1,3,851,267,37,418,2,39,9,1,51,5,1,10,6,19,1,5,2,3,114,108,2,1,2,3,4,1,44,64,3,2,3,2,1,10,34,115,34,3,4,3,5,11,4,1,16,20,3,3,3,4,189,6,2,3,2,2,6,3,110,30,3,3,2,7,3,4,2,2,1,218,4,9,43,1,1,363,2,2,264,1,114,3,42,1,3,4,221,2,1,146,33,11,152,1,3,2,3,2,240,3,3,2,2,24,2,36,175,2,13,1,6,6,3,20,1,1,22,2,10,5,28,2,506,4,2,1,3,22,15,3,2,11,4,42,3,17,1,56,4,96,2,7,8,145,1,2
"14",1,5,3,1,2,2,2,6,2,1,3,2,6,3,18,4,3,1,7,4,2,22,79,5,2,113,1,2,2,3,149,28,1,3,1,1,5,15,3,4,2,13,6,3,2,8,2,2,1,28,11,3,3,36,1,1,1,1,1,3,10,3,2,1,93,14,2,2,2,6,25,1,5,3,3,3,1,2,1,7,3,1,2,13,7,1,32,711,2,2,7,10,3,23,3,3,2,5,2,1,5,7,13,3,2,1,1,117,5,1,37,4,2,125,1,29,434,1,1,20,14,122,63,2,22,1,3,2,4,1,1,4,4,10,2,4,3,4,7,1,60,4,102,2,1,5,1,699,4,7,2,25,2,21,2,1,47,27,62,2,6,4,2,10,2,1,14,1,3,36,1,1,1,1,1,5,5,3,3,13,1,2,4,1,11,1,2,1,58,6,6,1,15,7,301,1,4,35,198,5
"15",7,2,11,2,1,1,1,1,1,2,54,1,10,2,41,2,15,294,29,41,1,30,141,2,3,1,2,20,77,19,46,1,3,1,2,8,3,18,5,1,1,77,4,65,3,2,3,50,3,26,3,57,2,5,11,2,6,13,3,2,8,2,3,2,33,38,8,3,4,4,1,8,3,1,7,288,4,1,2,2,13,3,1,23,2,243,2,9,5,1,18,1,2,18,138,2,3,4,27,3,1,1,2,9,1,4,5,670,4,4,2,17,1,91,2,2,55,2,2,2,6,433,9,1,5,2,7,11,3,7,3,13,2,5,1,2,2,5,4,2,1,3,303,1,2,1,84,181,12,3,34,1,1,7,1,4,3,2,10,1,2,3,3,50,5,7,1,2,216,64,2,3,2,72,11,1,2,2,1,4,11,1,2,2,41,4,1,4,394,23,3,5,11,6,3,2,1,1,26,1
"16",5.5,2,3,24,7,18,10,4,92,4,2,5,3,1,2,4,1,5,1,1,3,24,29,1,4,51,10,11,1,3,1,2,259,3,5,26,2,1,39.5,22,4,3,3,2,4,5,4,3,4,2,4.5,3,12,3,2,326,12,2,11,4,9,1,4,52,3,7,2,1,19,1,2,3,1,2,4,5,3,20,5,2,2,5,4,40,3,2,2,18,855.5,5,1,28,2,3,2,34.5,3,2,6,4,5,4,4,3,7,29,4,1,1,78.5,1,3,3,2,97,3,2,35,4,4,1,3,4,10,2,65,1,1,2,3,6,4,1,4,10,2,4,3,2,5,3,3,2,11,3,83,3,4,1,3,2,18,4,1,9,2,1,6,5,94,2,3,4,5,7,4,3,4,2,3,7,6,2,3,16,2,2,5,3,2,7,2,1,369,1,15,3,1,1,7,7,5,1,2,5,34,70,2,3,18
"17",2,3,1,2,96,2,6,3,4,3,1,13,2,4,1,3,2,1,4,3,9,83,2,4,1,1,2,9,2,1,2,4,6,5,3,75,1,2,2,102,7,1,1,1,1,1,5,5,3,6,3,1,4,2,15,42,1,423,23,2,1,3,1,2,1,1,1,5,2,2,12,2,2,1,1,2,2,25,2,5,1,6,3,1,4,1,4,2,1,85,34,2,1,2,1,1,1,4,2,2,4,1,1,1,4,2,2,2,3,2,2,2,6,1,5,1,1,95,3,1,134,1,2,4,1,3,2,3,3,2,1,1,5,2,3,1,1,1,1,4,2,1,3,4,14,3,2,1,2,1,1,5,3,2,2,7,2,1,1,4,1,6,1,1,1,2,229,2,8,2,3,10,11,1,3,4,10,1,4,7,4,6,4,57,3,3,5,2,3,1,1,1,2,1,1,17,11,1,1,7
"18",1,1,2,41,44,3,3,2,3,5,3,25,1,6,384,2,3,2,2,7,4,25,1,104,5,3,4,1,23,2,3,9,3,1,4,7,3,3,1,3,3,2,2,3,3,3,1,1,5,1,1,2,1,1,348,47,4,225,3,45,2,2,7,58,2,4,4,4,1,4,3,4,5,5,2,1,1,3,3,1,4,8,1,2,2,3,1,5,37,120.5,2,6,3,1,6,3,2,1,3,5,3,2,2,2,3,4,3,4,2,4,3,1,141,8,3,2,3,6,2,2,2,2,1,2,3,9,4,2,1,4,2,2,502,1,6,10,43,2,3,2,588.5,2,1,8,43,2,5,2,3,2,4,2,119,3,4,3,3,7,2,157,4,1,2,2,2,3,1,5,1,1,14,2,10,4,9,1,7,2,2,1,2,3,12,95,2,2,10,3,2,4,2,10,3,4,2,3,28,5,2,11
"19",3,5,4,1,2,4,1,5,1,2,6,2,7,3,101,5,6,3,3,2,1,12,678.5,2,3,23,1,3,3,33,23,3,1,4,1,1,50,4,3,1,2,10,4,8,2,4,2,2,1,7,17,4,3,20,1,1,2,1,1,3,10,78,2,1,71.5,3,3,3,3,3,8,1,3,4,3,218,4,2,1,4,5,1,5,110,7,4,52,59,2,2,22,4,408,46,3,2,5,5,1,1,1,8,11,4,2,1,1,174,7,1,113,4,2,5,1,5,601,1,1,12,12,449,14,1,12,1,3,4,6,1,3,21,2,3,2,3,3,5,236.5,1,101.5,4,522,2,1,4,1,98,5,60,3,13,2,20,3,1,124,5,4,1,10,5,3,4,3,1,4,1,3,753,1,1,1,2,2,6,1,4,7,26,37,5,3,1,11,1,1,5,36,3,3,2,6,284,90,1,5,22,46,2
"20",10,4,70,3,1,1,2,1,2,1,136,1,5,2,6,1,210.5,29,15,6,2,3,71,3,2,2,3,7,85,80.5,9,1,2,2,2,2,18,5,6,2,1,62,14,12,20,2,3,10,2,3,2,214,2,5,3,2,219.5,8,2,1,8,4,3,4,69,10.5,5,2,44,5,1,5,31,3,5,49,5,1,4,3,3,2,2,698,1,95,3,1,4,1,46,1,7,34,38,4,20,7,4,3,2,3,5,92,1,3,7,562,4,3,43,10,1,388.5,2,4,4,2,5,9,3,342,3,3,9,2,5,6,7,13,4,6,3,5,1,9,2,4,4,3,1,152,76,1,2,1,4,765,120.5,4,12,1,1,5,1,4,18,11,3,2,3,2,6,11,17,27,2,3,4,33,2,4,4,33,1,3,3,3,1,14,1,1,2,2,8,5,2,4,539,2,5,4,44,6,20,2,1,3,5,1
"21",5,1,5,14,11,33,6,3,48,4,2,4,3,2,2,3,1,7,1,1,3,13,69,1,4,6,7,16,1,3,1,2,76,4,5,9,3,1,21,26,4,3,2,3,5,4,3,2,6,2,3,3,5,3,2,254,4,2,6,4,4,3,3,27,3,7,2,1,13,1,2,4,1,3,4,5,3,5,5,2,2,3,3,11,4,2,2,11,831,5,1,25,2,3,1,15,3,2,5,5,5,4,3,2,5,8,5,1,1,55,1,2,4,2,37,2,2,14,5,3,2,3,4,5,2,42,1,1,2,3,5,3,1,4,11,2,4,3,2,4,5,3,2,5,3,23,2,4,2,3,3,38,4,1,5,2,1,9,4,12,2,2,2,4,5,4,3,5,2,3,4,8,2,3,8,2,1,3,3,2,6,2,1,375,1,6,4,2,1,7,8,7,1,2,4,16,21,2,3,21
"22",2,3,1,2,145,2,3,4,4,3,1,3,2,4,1,4,2,1,3,3,11,85,2,4,1,1,3,6,2,1,2,4,4,5,3,27,1,3,3,40,6,2,1,1,1,1,5,4,3,5,2,1,4,1,4,87,1,205,11,2,1,1,1,2,1,1,1,6,3,2,15,2,2,1,1,2,2,24,2,5,1,5,4,1,3,1,4,2,1,111,12,2,1,1,2,1,1,3,1,2,4,1,1,1,4,2,2,2,3,4,2,4,3,1,6,1,1,26,3,1,168,1,1,2,1,3,2,3,3,2,1,1,3,2,3,1,1,1,1,5,2,2,3,3,5,3,3,2,1,1,1,4,3,3,2,5,2,1,1,3,1,4,1,1,1,2,46,2,5,2,3,5,7,1,3,4,4,1,4,4,3,4,4,13,2,1,3,1,3,1,2,1,2,1,1,5,2,1,1,5
"23",1,2,2,15,41,3,5,2,3,5,3,5,1,5,250,2,3,2,2,5,5,6,1,41,5,3,4,1,18,2,3,6,2,1,4,4,2,2,1,3,3,1,3,2,3,3,1,1,4,1,1,2,1,2,185,97,3,46,3,14,2,2,5,19,2,3,3,4,1,3,3,3,5,4,2,1,1,3,3,1,3,7,1,2,1,3,1,3,28,245,2,4,3,2,4,2,2,1,3,3,1,2,2,3,3,4,3,3,2,3,3,1,49,3,3,3,3,4,2,2,1,2,2,3,3,4,4,2,1,4,2,2,371,1,9,10,16,2,3,3,228,1,1,4,8,2,5,1,3,2,2,2,64,2,3,3,3,6,2,37,3,1,4,2,2,3,1,4,1,1,6,2,8,4,4,1,28,2,1,1,2,3,7,27,3,3,10,3,2,3,1,5,3,3,2,4,12,5,2,22
"24",3,4,3,1,2,4,1,5,2,2,4,2,5,3,19,5,4,3,4,2,2,7,372,3,3,16,1,2,3,9,43,3,1,3,1,1,7,4,2,1,1,8,4,4,2,5,2,3,1,6,12,4,3,5,1,1,2,1,1,3,7,12,2,1,48,2,4,2,2,4,5,1,3,5,3,95,4,2,1,4,5,1,5,84,5,4,10,20,2,2,4,5,349,106,3,3,5,4,2,1,2,5,5,5,2,1,1,115,4,1,158,3,2,5,1,5,553,1,1,8,7,601,6,1,4,2,3,4,8,1,3,9,2,3,2,3,3,4,88,1,164,4,320,2,1,4,1,182,4,56,4,9,2,10,4,1,27,4,3,1,8,5,3,3,3,1,4,1,3,915,1,1,1,2,2,5,2,5,5,14,42,8,3,1,6,2,1,4,11,4,4,2,5,134,106,1,5,12,7,2
"25",4,8,33,3,1,1,2,1,1,1,34,1,4,1,4,1,93,6,21,10,1,2,15,2,2,2,2,4,53,41,6,1,3,2,2,2,9,5,4,2,2,33,10,5,12,2,4,7,2,3,4,192,2,4,3,2,318,3,2,1,6,4,4,3,153,18,5,3,9,5,1,5,21,2,5,36,5,1,4,3,4,2,2,806,2,15,3,1,3,1,18,1,7,13,12,4,12,7,4,4,3,3,4,66,1,3,11,567,5,2,87,14,1,224,2,4,4,2,4,10,3,179,3,4,23,1,5,5,4,25,4,4,4,5,1,4,2,5,4,2,1,143,30,1,2,1,4,888,41,4,10,1,1,6,1,4,4,19,5,2,6,3,10,10,14,7,2,3,4,10,2,3,3,7,1,3,3,4,2,12,1,1,2,2,9,4,2,5,673,2,3,3,20,4,17,2,1,3,4,1
"26",4,1,5,17,12,32,6,3,40,4,2,5,3,2,2,3,1,6,1,1,3,12,38,1,4,9,8,21,1,3,1,2,102,4,5,16,3,1,19,29,4,3,2,2,4,4,3,2,6,2,3,3,5,3,2,213,4,2,6,4,4,3,3,41,3,7,2,1,19,1,2,3,1,2,4,5,3,7,5,2,2,3,3,14,4,1,2,9,792,5,1,22,2,3,1,19,3,2,5,5,5,4,3,2,5,12,5,1,1,33,1,2,4,2,40,3,3,16,5,3,2,3,4,5,2,29,1,1,2,3,5,3,1,5,9,2,4,3,2,5,6,3,2,7,3,28,2,4,1,3,3,23,4,1,5,2,1,8,4,14,2,2,2,4,5,4,3,4,2,3,4,7,2,3,8,2,2,3,3,2,13,2,1,348,1,9,3,2,1,7,8,7,1,2,4,17,25,2,3,19
"27",2,3,1,2,121,2,3,4,4,3,1,3,2,4,1,4,2,2,3,3,10,84,2,4,1,1,3,8,2,1,2,4,4,5,3,57,1,3,2,47,6,2,1,1,1,1,5,4,3,6,2,1,4,1,5,62,1,251,19,2,1,1,1,2,2,1,1,5,3,2,8,2,2,1,1,2,2,31,2,5,1,4,4,1,3,2,4,2,1,123,21,2,1,1,2,1,1,3,1,2,4,1,1,1,3,2,2,2,3,3,2,4,3,1,6,2,1,24,3,1,270,1,1,2,1,3,2,3,3,2,1,1,3,2,3,1,1,1,1,4,2,2,3,3,5,3,3,2,2,1,1,3,3,3,2,5,2,1,1,3,1,4,1,1,1,2,68,2,9,2,3,4,7,1,2,4,6,1,4,3,4,4,4,27,2,2,4,1,3,1,1,1,2,1,1,5,2,1,1,6
"28",1,2,2,10,53,3,4,2,3,5,3,6,1,5,332,2,3,1,2,6,4,5,1,69,5,3,4,1,14,2,3,6,2,1,4,4,2,2,1,3,3,1,3,3,5,3,1,1,4,1,1,2,1,2,198,77,3,72,3,13,2,2,5,25,1,4,3,4,1,3,3,5,5,5,2,1,1,3,3,1,4,9,1,2,1,3,1,3,28,198,4,5,3,2,4,2,2,1,3,4,1,2,2,3,4,4,3,3,2,4,3,1,101,3,3,1,2,4,2,2,1,2,2,3,3,4,4,2,1,5,2,2,417,1,8,9,17,2,3,2,286,1,1,4,9,2,4,1,3,2,2,2,65,2,3,3,3,7,2,41,3,1,4,2,2,3,1,5,1,1,5,2,8,4,4,1,71,2,1,1,2,3,11,77,3,3,11,3,2,3,2,5,3,3,2,4,12,5,2,25
"29",3,4,3,1,2,4,1,5,2,2,4,2,5,3,35,5,4,3,4,2,1,9,342,3,3,15,1,3,3,13,48,3,1,3,1,1,6,4,3,1,1,7,4,4,2,5,2,3,1,5,10,4,3,5,1,1,2,1,1,3,7,12,2,1,43,2,4,2,2,4,5,1,3,4,3,87,4,2,1,4,5,1,5,73,5,4,12,20,2,2,3,4,271,96,3,3,6,4,2,1,2,5,5,4,2,1,1,173,4,1,180,3,2,4,1,5,600,1,1,8,7,548,9,1,4,2,3,4,9,1,3,11,2,3,2,3,3,4,117,1,175,4,350,2,1,4,1,129,4,47,4,8,2,10,4,1,37,5,3,1,6,5,3,3,3,1,4,1,3,779,1,1,1,2,3,5,1,5,5,19,38,7,3,1,8,1,1,5,17,4,4,2,5,164,96,1,4,17,13,2
"30",5,6,25,3,1,1,2,1,1,1,44,1,4,1,4,1,145,7,20,7,2,2,14,2,2,2,2,4,67,29,9,1,3,2,2,2,7,5,5,2,2,29,9,5,10,2,4,7,2,3,4,160,2,4,3,2,313,3,2,1,6,4,4,3,214,10,5,3,12,5,1,4,18,3,5,35,5,1,4,3,3,2,2,755,2,18,3,1,4,1,15,1,6,14,13,4,9,7,4,3,3,3,4,65,1,3,8,422,5,2,79,13,1,253,2,4,4,2,4,11,3,235,3,4,21,1,5,5,4,14,4,4,4,4,1,4,2,5,4,3,1,123,35,1,2,1,5,838,42,4,9,1,1,7,1,4,4,13,5,2,5,3,10,9,14,10,2,3,4,21,2,3,3,7,1,3,3,4,2,11,1,1,2,2,6,4,2,4,676,2,3,3,21,5,20,2,1,3,4,1
"31",4,1,5,4,17,15,11,2,57,5,2,3,3,2,2,4,1,5,1,1,3,11,11,1,4,27,13,5,2,3,1,2,80,3,4,13,3,1,12,24,4,3,3,1,4,5,4,2,4,2,3,3,12,3,2,151,8,2,5,4,3,3,4,16,3,4,2,1,15,1,2,2,2,2,4,6,4,16,5,2,2,4,3,6,4,2,2,3,540.5,5,1,9,2,2,1,5,3,2,5,5,5,4,4,2,6,6,4,1,1,18,1,3,3,2,104,4,2,35,5,3,2,3,4,4,2,12,2,1,2,3,5,3,1,5,5,3,4,3,2,5,5,3,2,7,3,75,2,3,1,3,2,9,4,1,6,2,1,4,5,33,2,3,3,5,4,4,3,3,3,3,4,4,2,3,7,1,1,5,4,2,7,2,1,68,1,15,3,2,1,3,3,4,1,2,5,29,22,2,3,14
