"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",138,1,8,34,178,79,3,2,64,9,2,35,3,1,4,4,1,4,2,1,12,1,6,1,11,21,235,27,8,7,1,3,5,2,3,97,4,1,5,33,6,3,2,3,27,4,3,2,4,2,1,3,53,2,2,32,162,2,53,4,6,2,4,191,28,130,3,1,13,2,9,4,1,2,4,73,31,121,10,3,2,4,4,125,4,3,3,9,402,4,1,204,6,2,1,105,5,2,37,12,4,24,9,2,12,179,4,1,1,3,1,1,3,2,247,1,3,198,21,3,1,3,2,57,2,85,2,2,2,2,5,91,1,3,21,4,7,3,2,3,6,5,2,23,7,24,15,3,2,1,5,88,14,1,22,3,1,46,44,115,3,5,4,4,3,4,4,10,2,6,123,172,30,3,25,4,4,5,2,4,272,5,1,326,2,31,10,3,1,2,6,38,1,1,35,24,28,2,3,64
"12",1,4,1,19,74,3,4,23,131,4,1,160,2,10,1,3,7,5,3,4,141,5,2,9,1,2,3,35,1,1,2,6,3,1,20,80,1,6,2,3,15,1,1,1,1,1,36,5,2,32,8,2,5,1,47,41,1,878,80,1,1,4,1,21,2,4,1,12,3,1,153,9,2,1,1,3,3,249,2,11,1,3,22,1,1,4,4,53,1,10,412,5,1,1,2,1,1,3,1,2,2,2,1,1,7,2,3,2,3,5,3,2,98,1,5,4,1,192,5,1,311,1,3,59,1,3,1,4,4,5,6,1,4,2,3,1,1,2,1,6,2,1,8,10,32,37,9,2,1,3,1,29,3,3,5,164,12,1,1,3,1,1,1,1,1,2,5,4,186,1,3,39,51,1,74,5,3,1,4,54,5,12,69,281,1,2,40,2,2,1,2,2,2,2,1,33,3,3,2,15
"13",3,3,2,5,341,5,7,1,23,3,4,350,1,7,110,1,2,1,1,3,9,11,1,240,17,3,4,1,3,2,3,2,9,4,10,189,2,4,1,5,3,2,3,4,72,3,1,1,5,1,9,1,1,5,876,350,131,304,2,42,12,1,97,13,1,1,4,9,1,6,2,5,57,13,2,1,1,3,4,1,36,54,3,2,3,2,1,7,52,182,2,2,3,5,5,5,8,1,10,36,3,3,3,3,66,33,2,3,2,2,7,3,118,12,3,3,2,10,3,2,2,2,1,324,4,7,77,1,1,197,2,2,361,1,93,3,26,1,3,2,210,2,1,74,91,3,276,1,3,2,2,2,218,5,3,2,6,9,2,9,281,2,5,2,6,7,3,16,1,2,45,2,33,4,69,1,540,4,3,1,2,9,23,5,3,3,14,7,3,18,1,63,4,46,2,8,13,458,1,2
"14",2,7,5,1,2,2,2,8,2,1,3,2,4,3,3,5,5,3,7,2,2,13,129,3,2,13,1,2,2,3,151,11,1,5,2,1,5,25,3,2,2,16,5,2,2,5,2,3,1,60,10,4,3,14,1,1,2,1,1,3,9,5,2,1,52,7,2,2,2,7,32,1,4,4,3,2,2,1,1,19,3,1,2,18,10,1,115,679,2,2,3,17,4,21,3,4,2,5,2,1,5,9,17,4,2,1,1,108,7,1,214,5,2,124,1,43,870,1,1,67,20,622,138,1,18,1,3,3,5,1,1,3,3,8,2,5,3,4,28,4,71,4,53,2,2,20,1,720,5,10,3,91,2,16,2,1,61,6,28,2,7,3,2,9,2,1,6,1,3,125,1,1,1,2,1,9,1,3,5,14,1,6,3,1,5,1,2,1,76,25,5,1,11,5,218,3,4,280,141,4
"15",53,2,38,2,1,1,1,3,1,2,113,1,6,2,41,2,67,396,107,30,1,27,72,2,3,1,2,11,168,18,31,1,2,3,1,11,3,24,6,1,1,69,6,90,3,2,4,18,3,22,4,99,2,9,3,2,9,13,3,2,8,3,3,2,18,22,6,3,5,3,1,3,58,3,8,422,5,2,3,2,15,2,1,29,2,152,2,1,5,1,36,1,2,12,58,2,3,4,25,3,1,1,2,29,1,3,5,984,4,4,2,13,1,68,2,2,53,2,2,4,18,790,18,2,5,2,9,7,3,7,3,7,2,5,1,2,2,5,4,1,1,3,369,1,1,1,54,286,22,4,31,1,1,27,1,15,8,2,4,1,2,4,3,31,4,8,1,2,167,59,2,9,3,39,12,2,2,2,1,7,4,1,2,2,105,4,1,4,618,26,3,4,52,11,8,1,1,1,20,1
"16",5,2,3,14,5,135.5,4,3,70,5,2,17,3,2,2,4,2,4,2,1,3,42,12,1,3,33,10,12,1,2,1,2,96,2,3,89,3,2,20,19,4,3,2,3,4,4,4,2,4,2,3,3,9,1,3,134,13,1,5,3,4,3,3,49,3,12,2,1,37,1,3,2,1,3,4,3,3,14,5,2,2,4,3,5,4,1,2,5,398,5,1,14,2,1,1,25,3,2,16,4,6,4,3,2,5,9,5,1,1,25,2,6,3,2,135,4,2,15,4,5,2,3,3,5,2,52,1,1,2,2,6,3,1,10,50,2,4,3,3,3,3,3,2,44,3,255,2,4,2,3,3,18,4,1,5,2,1,21,3,297,2,3,4,6,7,4,3,3,2,3,27,5,2,3,7,3,2,5,3,2,8,2,1,406,1,15,4,1,1,4,4,6,1,1,10,99,47,1,3,22
"17",1,3,1,2,38,2,6,4,2,3,1,65,2,5,1,2,1,3,3,2,6,21,2,7,1,1,3,9,2,1,2,4,4,4,4,157,1,3,3,61,7,2,1,2,1,2,5,4,3,5,6,1,5,2,25,31,1,352,30,2,1,2,1,2,1,1,1,9.5,2,4,12,3,2,1,1,2,1,33,2,3,1,6,2,1,3,3,3,15,1,48,2,2,1,3,2,1,1,3,2,3,4,1,1,1,3,2,3,2,3,3,1,2,10,1,4,1,1,30,5,1,130,1,2,3,1,3,2,3,3,3,1,2,6,2,3,1,1,2,1,4,2,2,3,9,7,3,3,2,1,1,1,4,3,2,1,39,2,1,1,3,1,4,1,1,1,3,26,1,4,2,3,7,5,1,6,4,74,1,4,10,4,9,7,400,2,3,9,2,2,1,1,2,2,2,1,55,2,2,1,3
"18",2,1,2,24,14,4,3,2,4,4,3,75,1,6,155,3,3,2,1,4,5,32,1,43,4,3,4,1,7,3,3,3,3,1,6,22,2,1,1,4,3,1,3,1,3,3,1,1,7,1,2,2,1,3,448,29,5,252,4,22,2,1,4,44,2,3,4,5,1,5,2,6,5,5,2,1,2,4,4,1,3,3,1,2,2,2,1,8,8,21,3,5,3,2,4,2,2,1,3,6,1,2,2,3,4,3,2,5,2,4,3,1,143,5,3,2,3,4,3,2,1,2,1,11,3,7,3,2,1,17,2,1,671.5,1,4,5,23,1,2,2,397,1,1,17,51.5,2,5,1,3,2,2,2,59,4,7,3,3,3,2,213,7,1,3,3,2,2,1,5,1,1,5,2,9,4,2,2,28,2,2,1,1,4,16,72,3,2,13,4,3,2,2,9,3,5,2,4,22,5,2,4
"19",4,4,4,1,2,3,1,6,1,1,4,2,6,3,128,5,8,1,4,3,2,16,626.5,6,5,81,1,2,3,13,197,9,1,5,1,1,17,4,2,1,2,12,6,12,2,5,3,3,1,15,7,4,3,14,1,1,2,2,1,4,10,12,2,1,63,19.5,3,2,3,2,21,1,3,2,3,575,4,1,1,5,5,1,10,72.5,5,4,36,79,2,2,80,6,99,75,3,3,5,5,1,1,2,13,9,4,2,1,1,76,4,1,17,4,2,4,1,5,479,1,1,13,21,26,15,1,8,1,4,4,9,1,3,7,2,3,2,3,2,5,73.5,1,67.5,4,137.5,2,2,4,1,121,7,45,4,41,1,18,4,1,41,28,8,2,28,8,2,2,3,1,5,2,3,946,2,1,1,2,3,5,3,3,10,19,6,6,3,1,43,1,2,3,209.5,13,3,1,17,150,90,1,23,45,19,2
"20",7,5,17,3,1,1,2,1,3,2,36,1,4,1,4,1,366,21,25,16,1,1,377.5,2,2,2,2,62,46,333.5,10,1,2,3,2,2,18,5,4,2,1,74,5,14,13,1,2,5,2,3,1,165,2,4,2,2,140,24,3,1,5,4,5,5,277,39,5,3,14,3,1,4,8,4,5,47,5,2,3,4,4,2,4,301,1,45,4,1,17,1,41,1,4,8,41,11,20,8,4,2,3,3,7,6,1,4,23,876,5,2,68,22,1,421,2,3,6,2,2,42,3,366,4,2,14,2,5,9,6,52,4,20,3,4,1,19,3,4,4,5,1,27,4,1,1,1,6,593,219,8,10,1,2,3,2,4,43,116,16,1,5,2,5,5,6,17,2,4,15,394,1,3,6,83.5,1,1,1,4,1,7,2,1,2,2,12,8,1,5,811,11,5,3,16,3,72.5,2,1,3,5,1
"21",4,1,4,7,6,126,3,2,29,4,2,5,3,2,2,2,1,4,2,1,3,31,16,1,3,9,6,10,1,2,1,1,55,2,4,39,3,2,21,12,4,3,2,3,4,3,4,2,4,2,1,3,4,2,2,116,4,2,5,4,4,4,3,45,3,8,2,1,50,1,3,2,1,2,4,3,3,6,5,2,2,3,3,4,4,1,2,3,374,6,1,14,3,2,1,17,3,2,5,4,5,5,2,2,5,5,4,1,1,19,2,4,3,2,61,3,2,7,4,3,2,3,3,5,2,26,1,1,2,2,5,3,1,6,36,2,4,3,3,3,6,3,2,81,4,82,2,3,2,2,4,39,3,1,4,2,1,20,7,155,2,2,3,4,4,4,3,4,2,3,12,5,2,3,5,4,1,3,4,2,17,2,1,397,1,5,4,2,1,5,5,5,1,1,7,53,20,1,3,5
"22",2,3,1,2,61,2,5,4,2,3,1,9,2,4,1,4,2,3,3,2,4,8,2,4,1,1,4,4,2,1,2,4,4,5,3,115,1,5,3,20,7,2,1,2,1,2,5,4,3,4,3,1,5,1,8,40,1,124,9,1,1,1,1,2,1,1,1,6,2,3,13,3,2,1,1,2,1,21,2,4,1,4,2,1,3,3,3,5,1,71,2,2,1,1,2,1,1,3,2,2,4,1,1,1,3,2,3,2,3,5,1,2,4,1,5,2,1,9,5,1,55,1,1,2,1,2,2,3,3,3,1,1,4,2,3,1,1,2,1,5,2,2,3,5,3,3,3,2,1,1,1,3,4,3,1,10,2,1,1,3,1,4,1,1,1,3,10,1,3,2,3,7,4,1,3,3,25,1,3,13,4,5,5,159,2,2,3,1,2,1,2,1,2,2,1,6,2,2,1,4
"23",1,2,2,10,27,5,6,3,4,5,3,22,1,5,41,3,3,2,1,3,6,18,1,25,4,3,3,1,9,3,3,3,2,1,5,17,2,1,1,3,3,1,3,1,3,4,1,1,5,1,5,2,1,3,321,70,3,237,2,21,2,2,5,6,2,4,3,4,1,5,2,5,4,5,2,1,2,3,3,1,3,6,1,2,2,2,1,4,7,49,10,4,2,3,4,2,2,1,3,5,1,2,3,3,4,3,2,3,2,3,3,1,23,3,3,1,3,4,3,2,1,2,2,4,3,4,4,2,1,6,2,2,508,1,7,4,19,1,2,2,135,1,1,13,21,2,4,1,3,3,2,2,30,2,5,3,3,2,2,63,5,1,4,3,2,2,2,5,1,1,4,2,5,4,2,2,137,2,1,1,1,3,7,90,5,1,11,3,3,2,1,4,3,4,2,3,4,5,2,15
"24",3,4,3,1,2,3,1,6,1,1,4,1,5,3,36,5,5,1,4,4,2,23,475,5,5,29,1,2,4,4,166,9,1,4,1,1,7,3,2,1,1,11,7,4,2,8,3,3,1,9,6,4,3,6,1,1,2,1,1,3,8,5,2,1,48,18,4,2,3,2,15,1,3,4,3,453,4,2,1,5,5,1,5,59,5,4,8,15,2,2,23,6,183,86,3,3,5,4,1,1,2,4,5,4,2,1,1,71,4,1,21,3,2,5,1,5,376,1,1,18,5,45,5,1,6,3,3,4,12,1,3,5,2,4,2,3,2,4,22,1,86,4,40,2,1,4,1,297,6,56,3,13,1,14,6,1,8,73,3,2,18,5,2,2,3,1,4,2,4,937,2,1,1,2,4,5,3,5,5,12,14,6,3,1,66,3,2,4,73,65,4,2,20,48,117,2,8,27,5,2
"25",5,6,14,3,1,1,2,1,3,2,12,2,4,1,9,1,176,6,28,14,1,2,208,2,2,2,2,90,48,255,6,2,3,3,2,2,10,4,4,2,2,24,6,7,10,1,2,5,2,3,4,176,2,4,3,2,137,7,3,2,5,3,4,4,74,78,5,3,7,4,1,4,8,3,5,79,5,1,4,3,4,2,4,418,1,19,4,1,12,1,13,1,5,4,20,8,16,12,4,3,3,3,4,6,1,4,42,825,5,2,101,23,1,331,2,4,4,2,2,50,3,244,4,3,34,1,5,8,4,40,4,7,3,5,1,16,3,5,4,4,1,68,4,1,2,1,8,901,145,9,7,1,2,4,2,4,7,155,26,1,4,3,7,5,8,19,1,3,7,141,1,3,3,40,1,1,2,4,2,9,2,1,2,2,18,4,1,5,850,4,3,3,8,3,57,1,1,3,4,1
"26",4,1,4,8,6,158,3,2,29,4,2,10,3,2,2,2,1,3,2,1,3,20,8,1,3,15,6,10,1,2,1,2,48,3,4,65,3,2,19,15,4,3,2,3,3,4,4,2,4,2,1,3,5,2,2,102,4,1,5,3,4,4,3,55,3,10,2,1,61,1,3,2,1,2,4,3,3,6,5,2,2,3,3,4,4,1,2,2,303,6,1,14,3,2,1,19,3,2,5,4,5,5,3,2,4,5,4,1,1,14,2,4,3,2,68,3,3,7,4,3,2,3,3,6,2,18,1,1,2,2,5,3,1,6,24,2,4,3,3,3,6,3,2,45,4,114,2,3,2,3,4,27,3,1,3,2,1,17,3,184,2,3,2,5,4,4,3,4,2,3,11,4,2,3,4,4,1,5,4,2,22,2,1,399,1,5,3,2,1,4,5,5,1,1,6,51,24,1,3,7
"27",2,3,1,2,46,2,5,4,3,3,1,17,2,4,1,4,2,4,3,2,5,10,2,5,1,1,3,7,2,1,2,4,4,5,3,138,1,4,3,20,7,2,1,2,1,2,5,4,3,4,5,1,6,1,10,34,1,205,14,1,1,1,1,2,1,1,1,5,2,2,7,3,2,1,1,2,1,29,2,4,1,4,2,1,3,3,3,5,1,90,4,2,1,1,2,1,1,3,2,3,4,1,1,1,3,2,3,2,3,6,1,2,4,1,4,2,1,8,5,1,100,1,1,2,1,3,2,3,3,3,1,2,4,2,3,1,1,1,1,5,2,2,3,4,3,3,3,2,1,1,1,3,4,3,1,16,2,1,1,3,1,4,1,1,1,3,13,1,4,2,3,6,4,1,3,3,105,1,3,11,4,6,6,223,2,2,4,1,2,1,2,1,2,2,1,7,2,2,1,4
"28",1,2,2,9,21,5,6,3,5,5,3,22,1,5,52,3,3,2,1,3,6,14,1,42,4,3,4,1,6,3,3,3,2,1,5,14,2,1,1,2,3,1,3,1,4,3,1,1,6,1,3,2,1,3,329,62,3,222,3,17,2,2,5,7,2,3,3,4,1,5,2,5,4,5,2,1,2,4,4,1,3,6,1,2,2,2,1,4,11,42,9,4,2,3,4,2,2,1,3,5,1,2,2,3,5,4,2,3,2,3,3,1,40,3,3,1,2,4,3,2,1,2,2,4,3,4,3,2,1,11,2,1,592,1,7,4,17,2,2,2,120,1,1,14,19,2,4,1,3,2,2,2,30,2,5,3,3,2,2,79,5,1,4,3,2,2,1,5,1,1,4,2,5,4,2,2,225,2,2,1,1,3,7,140,4,1,12,4,3,2,1,4,3,4,2,3,5,5,2,13
"29",3,4,3,1,2,3,1,6,1,1,4,1,5,3,53,5,4,1,4,4,2,25,496,4,5,31,1,2,4,4,182,7,1,4,1,1,6,3,2,1,1,11,7,9,2,8,3,3,1,10,6,4,3,6,1,1,2,2,1,4,7,5,2,1,43,14,4,2,3,3,19,1,3,4,3,413,4,2,1,5,5,1,5,47,5,4,9,20,2,2,22,6,117,83,3,3,5,4,1,1,2,4,5,4,2,1,1,90,4,1,25,3,2,4,1,5,441,1,1,18,6,24,7,1,6,2,4,4,12,1,3,6,2,3,2,3,2,4,30,1,90,4,46,2,2,4,1,196,5,58,3,14,2,11,7,1,12,40,4,2,20,5,3,2,3,1,4,2,3,899,2,1,1,2,5,5,3,3,6,13,11,5,3,1,53,3,2,3,82,46,4,2,13,62,87,1,7,32,10,2
"30",5,5,10,3,1,1,2,1,2,2,22,2,4,1,6,1,228,6,29,15,1,2,170,2,2,2,2,52,108,217,6,1,3,2,2,2,10,5,6,3,2,26,5,8,9,1,2,5,2,3,4,131,2,4,3,2,154,6,2,2,5,3,4,3,184,60,5,3,7,4,1,4,6,3,5,60,5,1,3,3,4,2,4,356,1,17,4,1,13,1,16,1,4,5,16,7,12,10,4,2,3,3,4,6,1,3,30,790,5,2,92,22,1,320,2,4,4,2,2,51,3,229,4,3,31,1,5,7,4,24,4,8,3,4,1,13,3,5,4,4,1,40,4,1,1,1,7,880,137,7,6,1,1,4,2,4,7,152,32,1,4,2,5,4,7,16,2,3,7,144,1,3,3,34,1,1,2,4,1,5,2,1,2,2,10,4,1,5,826,5,3,3,8,3,50,2,1,3,4,1
"31",3,2,5,4,13,116.5,5,2,85.5,5,2,3,3,2,2,4,1,4,2,1,3,14,6,1,4,38,13,7,1,2,1,1,59,2,3,31,3,2,32,26,4,3,2,2,3,4,4,2,4,2,3,3,9,2,3,66,7,1,5,4,3,3,3,15,2,7,2,1,74,1,3,2,1,2,4,3,4,12,6,2,2,4,2,4,4,1,2,2,132.5,8,1,9,2,1,1,4,3,2,18,4,5,4,4,2,5,5,4,1,1,9,1,3,3,2,165,4,2,21,5,3,2,3,3,4,3,10,2,2,2,2,4,3,1,27,21,3,4,3,2,4,5,3,2,38,4,202,2,3,2,3,3,12,4,1,5,3,1,9,4,109,2,4,3,6,4,3,1,3,2,3,27,4,2,3,1,3,1,5,4,2,10,2,1,114,1,10,4,2,1,3,3,4,1,1,15,51,22,1,3,4
